mu sigma
0.726472 0.796321
0.726472 0.796321
0.680444 0.824417
0.718568 0.779581
0.606766 0.855811
0.606766 0.855811
0.704485 0.884896
0.704485 0.884896
0.809434 0.812814
0.809434 0.812814
0.90897 0.743539
0.90897 0.743539
0.90897 0.743539
0.90897 0.743539
0.90897 0.743539
0.90897 0.743539
0.90897 0.743539
0.907368 0.680477
0.907368 0.680477
0.902677 0.690406
0.902677 0.690406
0.846414 0.602338
0.846414 0.602338
0.762949 0.618377
0.802765 0.663072
0.802765 0.663072
0.802765 0.663072
0.802765 0.663072
0.792364 0.682427
0.821478 0.691143
0.821478 0.691143
0.821478 0.691143
0.821478 0.691143
0.844263 0.625706
0.844263 0.625706
0.834106 0.612675
0.909865 0.604534
0.830466 0.563331
0.830466 0.563331
0.861848 0.627821
0.814383 0.712779
0.814383 0.712779
0.826746 0.646148
0.819894 0.611947
0.819894 0.611947
0.793109 0.673047
0.832658 0.726361
0.84291 0.663216
0.901531 0.698454
0.836249 0.658332
0.78159 0.608236
0.857552 0.652075
0.857552 0.652075
0.857552 0.652075
0.807407 0.624718
0.781299 0.58906
0.734966 0.663831
0.726822 0.614137
0.726822 0.614137
0.700308 0.705857
0.700308 0.705857
0.677465 0.700293
0.630047 0.682071
0.649977 0.614208
0.649977 0.614208
0.649977 0.614208
0.582336 0.666704
0.497217 0.744956
0.497217 0.744956
0.497217 0.744956
0.403933 0.780494
0.488976 0.68958
0.546878 0.771687
0.477369 0.865195
0.477369 0.865195
0.477369 0.865195
0.432858 0.925648
0.364021 0.836324
0.46549 0.924648
0.46549 0.924648
0.431349 1.00163
0.431349 1.00163
0.386755 0.947788
0.438446 0.899143
0.438446 0.899143
0.372013 0.894852
0.477198 0.786298
0.428407 0.850924
0.411091 0.901931
0.505737 0.9271
0.505737 0.9271
0.505737 0.9271
0.404209 0.949429
0.345335 0.92699
0.407478 0.905403
0.317664 0.882879
0.38501 0.908412
0.414535 1.00639
0.486782 1.00569
0.486782 1.00569
