mu sigma
0.787315 0.627413
0.787315 0.627413
0.774862 0.645569
0.773078 0.647947
0.773078 0.647947
0.773078 0.647947
0.798849 0.639607
0.763156 0.63335
0.763156 0.63335
0.736525 0.610761
0.731522 0.616526
0.748055 0.606691
0.734032 0.587096
0.742823 0.573244
0.752302 0.572766
0.740921 0.57695
0.73015 0.589846
0.723966 0.583139
0.723966 0.583139
0.723966 0.583139
0.691512 0.599568
0.712341 0.624022
0.712341 0.624022
0.712341 0.624022
0.712341 0.624022
0.733896 0.633545
0.754707 0.646137
0.754707 0.646137
0.754707 0.646137
0.754707 0.646137
0.754707 0.646137
0.754707 0.646137
0.754707 0.646137
0.793015 0.628257
0.806276 0.636883
0.821452 0.629904
0.821452 0.629904
0.821452 0.629904
0.821452 0.629904
0.846044 0.600425
0.846044 0.600425
0.846044 0.600425
0.846044 0.600425
0.846044 0.600425
0.849817 0.607148
0.834244 0.611673
0.865491 0.580574
0.834556 0.59696
0.834556 0.59696
0.812276 0.60165
0.812276 0.60165
0.812276 0.60165
0.812276 0.60165
0.816904 0.600754
0.816904 0.600754
0.816904 0.600754
0.812707 0.608234
0.812707 0.608234
0.782514 0.597261
0.782514 0.597261
0.768141 0.579677
0.768141 0.579677
0.768141 0.579677
0.749474 0.605283
0.767234 0.599175
0.782374 0.619078
0.806488 0.59909
0.793531 0.616933
0.793073 0.601349
0.812424 0.598789
0.797811 0.621645
0.805102 0.599434
0.805102 0.599434
0.805102 0.599434
0.805102 0.599434
0.819185 0.591638
0.821274 0.595724
0.821274 0.595724
0.821274 0.595724
0.825605 0.583201
0.839495 0.593103
0.831023 0.617226
0.831023 0.617226
0.837539 0.602254
0.837539 0.602254
0.847099 0.603682
0.83205 0.601446
0.830619 0.62109
0.824308 0.60468
0.809411 0.62079
0.808108 0.61393
0.833206 0.639958
0.833206 0.639958
0.833206 0.639958
0.833206 0.639958
0.833206 0.639958
0.833206 0.639958
0.833206 0.639958
0.833206 0.639958
0.833206 0.639958
