Energy Error Acceptance
-0.423553 0.0318907 0.590333
-0.423553 0.0318907 0.590333
-0.423553 0.0318907 0.590333
-0.423553 0.0318907 0.590333
-0.423553 0.0318907 0.590333
-0.352876 0.0276753 0.629667
-0.352876 0.0276753 0.629667
-0.352876 0.0276753 0.629667
-0.352876 0.0276753 0.629667
-0.422848 0.012851 0.516
-0.422848 0.012851 0.516
-0.422848 0.012851 0.516
-0.422848 0.012851 0.516
-0.422848 0.012851 0.516
-0.422848 0.012851 0.516
-0.396725 0.030186 0.558333
-0.396725 0.030186 0.558333
-0.396725 0.030186 0.558333
-0.396725 0.030186 0.558333
-0.396725 0.030186 0.558333
-0.396725 0.030186 0.558333
-0.104425 0.0781615 0.656333
-0.104425 0.0781615 0.656333
-0.325732 0.0479042 0.653
-0.325732 0.0479042 0.653
-0.325732 0.0479042 0.653
-0.325732 0.0479042 0.653
-0.378297 0.0224857 0.534
-0.378297 0.0224857 0.534
-0.378297 0.0224857 0.534
-0.378297 0.0224857 0.534
-0.341184 0.023096 0.624667
-0.405152 0.0284014 0.681667
-0.265167 0.0350856 0.520333
-0.413378 0.0153366 0.597667
-0.356954 0.0250435 0.654333
-0.365401 0.0136967 0.644
-0.365401 0.0136967 0.644
-0.365401 0.0136967 0.644
-0.426125 0.039734 0.531667
-0.426125 0.039734 0.531667
-0.426125 0.039734 0.531667
-0.426125 0.039734 0.531667
-0.426125 0.039734 0.531667
-0.379825 0.0216189 0.615
-0.379825 0.0216189 0.615
-0.213226 0.0437728 0.590333
-0.420152 0.0193261 0.712667
-0.420152 0.0193261 0.712667
-0.420152 0.0193261 0.712667
-0.420152 0.0193261 0.712667
-0.429985 0.0132007 0.673667
-0.429985 0.0132007 0.673667
-0.420612 0.0289753 0.641
-0.344524 0.027047 0.670667
-0.344524 0.027047 0.670667
-0.00447871 0.0893704 0.630333
-0.0845152 0.0483607 0.552
-0.2205 0.0354977 0.590667
-0.419296 0.0173374 0.613
-0.223981 0.0492919 0.528667
-0.223981 0.0492919 0.528667
-0.403019 0.0331914 0.625333
-0.399467 0.017276 0.527667
-0.399467 0.017276 0.527667
-0.399467 0.017276 0.527667
-0.455435 0.0118226 0.607667
-0.33912 0.030225 0.563667
-0.33912 0.030225 0.563667
-0.399648 0.0147738 0.652667
-0.399648 0.0147738 0.652667
-0.371619 0.0159926 0.601
-0.423238 0.0219436 0.634
-0.423238 0.0219436 0.634
-0.282934 0.0637992 0.579667
-0.273627 0.0479431 0.626667
-0.343242 0.0276291 0.625333
-0.232383 0.0274315 0.675
-0.188776 0.0993779 0.571333
-0.266847 0.061753 0.466
-0.266847 0.061753 0.466
-0.266847 0.061753 0.466
-0.266847 0.061753 0.466
-0.266847 0.061753 0.466
-0.278357 0.0671999 0.625667
-0.278357 0.0671999 0.625667
-0.278357 0.0671999 0.625667
-0.307691 0.0210041 0.542667
-0.307691 0.0210041 0.542667
-0.307691 0.0210041 0.542667
-0.229643 0.0267062 0.592667
-0.285048 0.0273654 0.491333
-0.285048 0.0273654 0.491333
-0.285048 0.0273654 0.491333
-0.285048 0.0273654 0.491333
-0.285048 0.0273654 0.491333
-0.285048 0.0273654 0.491333
-0.273483 0.0170017 0.524667
-0.273483 0.0170017 0.524667
-0.273483 0.0170017 0.524667
