mu sigma
0.760894 0.646197
0.760894 0.646197
0.760894 0.646197
0.791242 0.632196
0.756979 0.607539
0.756979 0.607539
0.756979 0.607539
0.744653 0.634615
0.76441 0.654956
0.800635 0.668184
0.786867 0.636853
0.786867 0.636853
0.767807 0.60578
0.767807 0.60578
0.773052 0.607319
0.743258 0.645433
0.743258 0.645433
0.743258 0.645433
0.743258 0.645433
0.743258 0.645433
0.743258 0.645433
0.743258 0.645433
0.743258 0.645433
0.743258 0.645433
0.732806 0.626672
0.734323 0.622212
0.735728 0.626932
0.726676 0.604577
0.726676 0.604577
0.751527 0.586903
0.774314 0.569843
0.797033 0.542474
0.797033 0.542474
0.797033 0.542474
0.816012 0.554836
0.814741 0.567266
0.824592 0.558847
0.822275 0.550779
0.822275 0.550779
0.822275 0.550779
0.830784 0.554055
0.833487 0.555266
0.833487 0.555266
0.824664 0.570919
0.824664 0.570919
0.828848 0.580677
0.828848 0.580677
0.79834 0.578523
0.765343 0.604302
0.765343 0.604302
0.765343 0.604302
0.774555 0.594583
0.786395 0.612858
0.806517 0.603604
0.806517 0.603604
0.806517 0.603604
0.803906 0.575856
0.803906 0.575856
0.778885 0.603964
0.778885 0.603964
0.778885 0.603964
0.778885 0.603964
0.778885 0.603964
0.778885 0.603964
0.776793 0.637461
0.805069 0.62468
0.805069 0.62468
0.805069 0.62468
0.791642 0.603697
0.785636 0.630068
0.806318 0.633737
0.838527 0.604574
0.838527 0.604574
0.838527 0.604574
0.860543 0.571153
0.860543 0.571153
0.858953 0.581343
0.825815 0.614806
0.835507 0.580502
0.827357 0.598938
0.827357 0.598938
0.812191 0.633824
0.815389 0.639051
0.824249 0.650548
0.856501 0.650787
0.843333 0.631778
0.814197 0.631073
0.807493 0.619069
0.822268 0.602124
0.822268 0.602124
0.796583 0.600707
0.796583 0.600707
0.796583 0.600707
0.824666 0.635586
0.827698 0.62719
0.827698 0.62719
0.798934 0.654852
0.78551 0.633259
0.787315 0.627413
0.787315 0.627413
