mu sigma
0.822041 0.60856
0.822041 0.60856
0.822041 0.60856
0.822041 0.60856
0.822041 0.60856
0.822041 0.60856
0.828598 0.601576
0.828598 0.601576
0.818683 0.59522
0.818683 0.59522
0.818683 0.59522
0.818683 0.59522
0.818683 0.59522
0.818683 0.59522
0.825891 0.591158
0.826128 0.594984
0.818158 0.58847
0.818158 0.58847
0.826994 0.592639
0.826994 0.592639
0.826994 0.592639
0.820317 0.598056
0.813452 0.59461
0.814957 0.598248
0.824926 0.608753
0.816434 0.610985
0.816434 0.610985
0.816495 0.600455
0.816495 0.600455
0.815053 0.598833
0.819347 0.596625
0.819347 0.596625
0.817621 0.59978
0.820168 0.589347
0.820168 0.589347
0.820404 0.600228
0.820636 0.594011
0.820636 0.594011
0.820636 0.594011
0.820636 0.594011
0.820636 0.594011
0.819709 0.587478
0.819709 0.587478
0.819709 0.587478
0.808914 0.597566
0.808914 0.597566
0.808914 0.597566
0.808914 0.597566
0.808914 0.597566
0.799272 0.597729
0.788846 0.599158
0.780144 0.609671
0.788673 0.620506
0.795802 0.619953
0.803264 0.619093
0.803264 0.619093
0.803264 0.619093
0.803264 0.619093
0.800394 0.61205
0.803053 0.60376
0.80266 0.594529
0.804003 0.5944
0.809673 0.598142
0.817575 0.604452
0.81054 0.607025
0.81054 0.607025
0.81054 0.607025
0.81054 0.607025
0.81054 0.607025
0.81054 0.607025
0.81054 0.607025
0.81054 0.607025
0.81054 0.607025
0.81054 0.607025
0.81054 0.607025
0.81054 0.607025
0.81054 0.607025
0.81054 0.607025
0.81054 0.607025
0.81054 0.607025
0.81054 0.607025
0.81054 0.607025
0.81054 0.607025
0.81054 0.607025
0.810922 0.61174
0.810922 0.61174
0.810922 0.61174
0.810922 0.61174
0.813476 0.608298
0.813476 0.608298
0.810589 0.609203
0.810589 0.609203
0.810589 0.609203
0.817392 0.615615
0.817392 0.615615
0.817392 0.615615
0.817392 0.615615
0.817392 0.615615
0.817392 0.615615
0.818452 0.612843
