mu sigma
0.793074 0.653629
0.7898 0.6165
0.745696 0.6151
0.745696 0.6151
0.699425 0.611468
0.680713 0.603679
0.671725 0.563323
0.671725 0.563323
0.6543 0.510308
0.6543 0.510308
0.691826 0.548678
0.716256 0.554381
0.722886 0.55013
0.722886 0.55013
0.687189 0.571585
0.687189 0.571585
0.687189 0.571585
0.652002 0.590479
0.702511 0.570752
0.702511 0.570752
0.713814 0.601257
0.747757 0.609291
0.755165 0.598075
0.755165 0.598075
0.775756 0.59114
0.831047 0.552018
0.871344 0.576555
0.871344 0.576555
0.883577 0.576013
0.883577 0.576013
0.883577 0.576013
0.903314 0.56901
0.859884 0.568313
0.844478 0.594483
0.819462 0.644682
0.865813 0.624149
0.910074 0.663549
0.910074 0.663549
0.910074 0.663549
0.879033 0.702337
0.879033 0.702337
0.879033 0.702337
0.879033 0.702337
0.844017 0.680071
0.793872 0.654832
0.776067 0.611933
0.799867 0.565359
0.799867 0.565359
0.799867 0.565359
0.799867 0.565359
0.85633 0.576942
0.841573 0.602851
0.834889 0.652614
0.834889 0.652614
0.834889 0.652614
0.7723 0.60716
0.7723 0.60716
0.78363 0.633677
0.790852 0.586015
0.774406 0.650801
0.814462 0.702036
0.76993 0.716354
0.76993 0.716354
0.69969 0.663908
0.726777 0.626436
0.726777 0.626436
0.726777 0.626436
0.659857 0.641035
0.659857 0.641035
0.706306 0.59917
0.72253 0.666445
0.775227 0.657299
0.756472 0.670127
0.756472 0.670127
0.776152 0.605365
0.814467 0.6138
0.814467 0.6138
0.814467 0.6138
0.880769 0.643733
0.880769 0.643733
0.880769 0.643733
0.880769 0.643733
0.873213 0.671121
0.873213 0.671121
0.876636 0.665254
0.910224 0.618826
0.910224 0.618826
0.883904 0.663331
0.839018 0.600565
0.864959 0.656029
0.847433 0.607766
0.876118 0.646234
0.810905 0.705624
0.810905 0.705624
0.810905 0.705624
0.810905 0.705624
0.810905 0.705624
0.810905 0.705624
0.810905 0.705624
0.796154 0.636332
