mu sigma
0.777684 0.597149
0.778143 0.576426
0.783273 0.561486
0.817733 0.624673
0.865873 0.601672
0.822628 0.601247
0.863557 0.565297
0.863557 0.565297
0.866525 0.604665
0.85337 0.67471
0.85337 0.67471
0.849089 0.636848
0.905962 0.631092
0.947111 0.610851
0.953987 0.56284
0.99553 0.5901
0.93645 0.584151
0.93349 0.641975
0.887236 0.644338
0.887236 0.644338
0.878989 0.58181
0.878989 0.58181
0.837461 0.565374
0.837461 0.565374
0.80242 0.600096
0.80242 0.600096
0.848736 0.664613
0.867649 0.678473
0.867649 0.678473
0.867649 0.678473
0.867649 0.678473
0.867649 0.678473
0.849337 0.602546
0.849337 0.602546
0.795547 0.626493
0.8703 0.599931
0.845344 0.599933
0.845344 0.599933
0.845344 0.599933
0.845344 0.599933
0.886532 0.652077
0.88019 0.675436
0.88019 0.675436
0.88019 0.675436
0.88019 0.675436
0.813252 0.662096
0.86888 0.631245
0.86888 0.631245
0.825367 0.687645
0.820685 0.673052
0.820685 0.673052
0.871098 0.650899
0.871098 0.650899
0.849037 0.59602
0.842119 0.614487
0.802195 0.622441
0.760426 0.592934
0.760426 0.592934
0.760426 0.592934
0.744061 0.645199
0.719838 0.676102
0.719838 0.676102
0.719838 0.676102
0.758349 0.730746
0.758349 0.730746
0.737643 0.692815
0.693889 0.658985
0.664052 0.611476
0.664052 0.611476
0.664052 0.611476
0.710555 0.672556
0.775349 0.682311
0.831338 0.701653
0.88713 0.641588
0.880275 0.612244
0.880275 0.612244
0.931125 0.63444
0.903136 0.625445
0.884003 0.572032
0.884003 0.572032
0.853747 0.609507
0.80237 0.620284
0.80237 0.620284
0.841714 0.650792
0.806903 0.616109
0.792631 0.633233
0.804631 0.61198
0.736061 0.567978
0.716405 0.536217
0.716405 0.536217
0.718578 0.57716
0.725753 0.560438
0.710601 0.636831
0.685218 0.697231
0.713388 0.682211
0.726748 0.634632
0.789083 0.598675
0.789083 0.598675
0.789083 0.598675
0.778623 0.628053
