Energy Error Acceptance
-0.395651 0.0216898 0.558
-0.358891 0.0203161 0.600833
-0.390877 0.011708 0.603833
-0.390877 0.011708 0.603833
-0.390877 0.011708 0.603833
-0.409711 0.016693 0.614
-0.409711 0.016693 0.614
-0.405096 0.0165622 0.6335
-0.346934 0.0329098 0.517
-0.346934 0.0329098 0.517
-0.346934 0.0329098 0.517
-0.449196 0.0104345 0.6665
-0.448113 0.00824944 0.607667
-0.448113 0.00824944 0.607667
-0.41795 0.0127056 0.643333
-0.401168 0.014386 0.6065
-0.358159 0.0142283 0.6955
-0.358159 0.0142283 0.6955
-0.358159 0.0142283 0.6955
-0.377198 0.0167097 0.599
-0.399556 0.0141653 0.639
-0.399556 0.0141653 0.639
-0.398006 0.0122734 0.663833
-0.398006 0.0122734 0.663833
-0.450124 0.00795855 0.569167
-0.389854 0.0175269 0.543833
-0.366059 0.0224344 0.573167
-0.366059 0.0224344 0.573167
-0.366059 0.0224344 0.573167
-0.366059 0.0224344 0.573167
-0.366059 0.0224344 0.573167
-0.366059 0.0224344 0.573167
-0.366059 0.0224344 0.573167
-0.366059 0.0224344 0.573167
-0.366059 0.0224344 0.573167
-0.366059 0.0224344 0.573167
-0.355079 0.0267107 0.655333
-0.355079 0.0267107 0.655333
-0.355079 0.0267107 0.655333
-0.276913 0.0252788 0.683167
-0.365154 0.0263142 0.636667
-0.365154 0.0263142 0.636667
-0.365154 0.0263142 0.636667
-0.375971 0.0296481 0.6705
-0.375971 0.0296481 0.6705
-0.400139 0.0239184 0.612833
-0.375176 0.0174557 0.611333
-0.375176 0.0174557 0.611333
-0.375176 0.0174557 0.611333
-0.315433 0.0165315 0.6645
-0.315433 0.0165315 0.6645
-0.342924 0.0165989 0.655333
-0.385215 0.0163564 0.523167
-0.314885 0.0189415 0.569333
-0.311053 0.0151138 0.5865
-0.387301 0.0156962 0.527833
-0.384494 0.0139032 0.592667
-0.390654 0.0117063 0.586667
-0.421181 0.0185978 0.680333
-0.428598 0.0156909 0.593333
-0.428598 0.0156909 0.593333
-0.428598 0.0156909 0.593333
-0.415313 0.0145814 0.638167
-0.401984 0.00934102 0.5975
-0.406396 0.0125795 0.613667
-0.415436 0.0133115 0.673333
-0.415436 0.0133115 0.673333
-0.415436 0.0133115 0.673333
-0.415436 0.0133115 0.673333
-0.415436 0.0133115 0.673333
-0.258953 0.0228395 0.670833
-0.26171 0.0234086 0.6
-0.26171 0.0234086 0.6
-0.26171 0.0234086 0.6
-0.257763 0.0189376 0.643333
-0.257763 0.0189376 0.643333
-0.257763 0.0189376 0.643333
-0.283341 0.0273583 0.663167
-0.283341 0.0273583 0.663167
-0.328036 0.0199162 0.541167
-0.412976 0.0132064 0.564667
-0.412976 0.0132064 0.564667
-0.310425 0.0234604 0.650167
-0.310425 0.0234604 0.650167
-0.310425 0.0234604 0.650167
-0.310425 0.0234604 0.650167
-0.310425 0.0234604 0.650167
-0.397343 0.00939785 0.641667
-0.397343 0.00939785 0.641667
-0.434682 0.00810398 0.562667
-0.446206 0.00866979 0.546333
-0.439355 0.0126452 0.585833
-0.399689 0.0194536 0.556333
-0.401999 0.0131276 0.538167
-0.431435 0.00872299 0.622833
-0.431435 0.00872299 0.622833
-0.431435 0.00872299 0.622833
-0.410366 0.00959811 0.588667
-0.392363 0.013493 0.549167
-0.392363 0.013493 0.549167
