Energy Error Acceptance
-0.387282 0.0180293 0.622667
-0.387282 0.0180293 0.622667
-0.387282 0.0180293 0.622667
-0.387282 0.0180293 0.622667
-0.445931 0.0168157 0.645333
-0.293287 0.0475585 0.53
-0.293287 0.0475585 0.53
-0.445062 0.0142779 0.706333
-0.288903 0.0518388 0.556667
-0.166711 0.0667708 0.546
-0.166711 0.0667708 0.546
-0.274771 0.054258 0.664333
-0.274771 0.054258 0.664333
-0.211767 0.0752431 0.619333
-0.211767 0.0752431 0.619333
-0.276629 0.0487016 0.522667
-0.420144 0.0183088 0.541667
-0.416605 0.0287182 0.644333
-0.343884 0.036268 0.601
-0.359286 0.0183849 0.586667
-0.359286 0.0183849 0.586667
-0.367836 0.0205815 0.592667
-0.367836 0.0205815 0.592667
-0.367836 0.0205815 0.592667
-0.327429 0.0375529 0.547667
-0.327429 0.0375529 0.547667
-0.327429 0.0375529 0.547667
-0.327429 0.0375529 0.547667
-0.419494 0.0205552 0.627
-0.419494 0.0205552 0.627
-0.360158 0.0140203 0.629333
-0.264338 0.0199631 0.591333
-0.364291 0.0167569 0.666333
-0.270524 0.0187513 0.575333
-0.330528 0.0200521 0.566667
-0.330528 0.0200521 0.566667
-0.311311 0.0170091 0.567
-0.404769 0.0081821 0.56
-0.422044 0.0135007 0.667667
-0.438731 0.0118842 0.640333
-0.450043 0.0160446 0.751333
-0.450043 0.0160446 0.751333
-0.397166 0.0112036 0.641
-0.404365 0.0132836 0.645667
-0.398017 0.0201945 0.502333
-0.460865 0.0137754 0.631667
-0.460865 0.0137754 0.631667
-0.460865 0.0137754 0.631667
-0.460865 0.0137754 0.631667
-0.460865 0.0137754 0.631667
-0.460865 0.0137754 0.631667
-0.433716 0.0250168 0.606667
-0.433716 0.0250168 0.606667
-0.437622 0.0108234 0.519667
-0.350165 0.0222377 0.497333
-0.381458 0.0413636 0.648
-0.391868 0.0203969 0.627667
-0.406058 0.0105902 0.651
-0.406058 0.0105902 0.651
-0.406058 0.0105902 0.651
-0.406058 0.0105902 0.651
-0.437047 0.0150639 0.573667
-0.437047 0.0150639 0.573667
-0.437047 0.0150639 0.573667
-0.437047 0.0150639 0.573667
-0.437047 0.0150639 0.573667
-0.437047 0.0150639 0.573667
-0.376721 0.0148438 0.591333
-0.400047 0.0158582 0.587
-0.45523 0.0102534 0.591333
-0.426296 0.0244619 0.613333
-0.47112 0.0104901 0.662667
-0.47112 0.0104901 0.662667
-0.405018 0.0203151 0.664667
-0.405018 0.0203151 0.664667
-0.438698 0.0158414 0.658
-0.439661 0.0117365 0.625
-0.439661 0.0117365 0.625
-0.400571 0.0223085 0.614
-0.400571 0.0223085 0.614
-0.401164 0.02163 0.640667
-0.401164 0.02163 0.640667
-0.315343 0.0267691 0.597333
-0.315343 0.0267691 0.597333
-0.315343 0.0267691 0.597333
-0.315343 0.0267691 0.597333
-0.315343 0.0267691 0.597333
-0.315343 0.0267691 0.597333
-0.384546 0.0195635 0.641333
-0.383181 0.0298824 0.602
-0.42145 0.0148146 0.669667
-0.448929 0.0103557 0.588333
-0.337971 0.0239783 0.656
-0.411131 0.0162774 0.645333
-0.411131 0.0162774 0.645333
-0.241339 0.0336219 0.563
-0.0372194 0.0294697 0.575667
0.0442086 0.035911 0.612
0.0615849 0.0406766 0.681
-0.0631413 0.0336745 0.634
