mu sigma
0.804784 0.631362
0.786723 0.648507
0.786723 0.648507
0.786723 0.648507
0.786723 0.648507
0.776266 0.646821
0.769564 0.625567
0.769564 0.625567
0.769564 0.625567
0.769564 0.625567
0.7617 0.609671
0.7617 0.609671
0.761314 0.623183
0.761314 0.623183
0.796956 0.635036
0.810867 0.650667
0.810867 0.650667
0.837446 0.641947
0.820355 0.612807
0.821357 0.602991
0.79305 0.605001
0.774283 0.611744
0.755406 0.616364
0.755406 0.616364
0.78317 0.598306
0.78317 0.598306
0.78317 0.598306
0.796102 0.617308
0.796102 0.617308
0.796255 0.631637
0.820824 0.647729
0.820824 0.647729
0.820824 0.647729
0.849137 0.62459
0.819593 0.609767
0.787882 0.642949
0.787882 0.642949
0.787882 0.642949
0.787882 0.642949
0.757672 0.659799
0.739098 0.669284
0.733322 0.636687
0.724571 0.612914
0.724571 0.612914
0.724571 0.612914
0.737749 0.630469
0.763276 0.652206
0.763276 0.652206
0.763276 0.652206
0.776104 0.634586
0.803037 0.629405
0.782155 0.637763
0.782155 0.637763
0.782155 0.637763
0.800054 0.654691
0.837647 0.630407
0.837647 0.630407
0.837647 0.630407
0.837647 0.630407
0.834551 0.62866
0.810827 0.597034
0.785174 0.600467
0.785174 0.600467
0.785174 0.600467
0.785174 0.600467
0.785174 0.600467
0.785174 0.600467
0.77866 0.634032
0.77866 0.634032
0.81527 0.590741
0.838656 0.62872
0.812921 0.625312
0.826465 0.616396
0.826465 0.616396
0.826465 0.616396
0.824691 0.591891
0.85332 0.570534
0.85332 0.570534
0.85332 0.570534
0.85332 0.570534
0.874238 0.561255
0.874238 0.561255
0.891318 0.573655
0.891318 0.573655
0.891318 0.573655
0.883277 0.597825
0.889836 0.604046
0.898433 0.62304
0.867255 0.656649
0.852234 0.672009
0.852234 0.672009
0.852234 0.672009
0.852234 0.672009
0.883508 0.678112
0.903335 0.66296
0.903335 0.66296
0.903335 0.66296
0.870914 0.663943
0.8812 0.66919
0.86178 0.660369
