mu sigma
0.863682 0.605337
0.863682 0.605337
0.863682 0.605337
0.863682 0.605337
0.863682 0.605337
0.855778 0.64998
0.855778 0.64998
0.855778 0.64998
0.816895 0.617487
0.840934 0.559274
0.840934 0.559274
0.840934 0.559274
0.842883 0.591854
0.856715 0.63939
0.836451 0.631143
0.836451 0.631143
0.836451 0.631143
0.836451 0.631143
0.836451 0.631143
0.836451 0.631143
0.839048 0.601458
0.839048 0.601458
0.839048 0.601458
0.839048 0.601458
0.808543 0.644383
0.770123 0.652263
0.770123 0.652263
0.770123 0.652263
0.771167 0.606957
0.734043 0.618557
0.712893 0.609333
0.712893 0.609333
0.712893 0.609333
0.712893 0.609333
0.682601 0.643803
0.682601 0.643803
0.735707 0.610025
0.787446 0.659043
0.736441 0.607147
0.736441 0.607147
0.736441 0.607147
0.736441 0.607147
0.736441 0.607147
0.748912 0.565183
0.758398 0.557471
0.769065 0.572271
0.80277 0.608627
0.80277 0.608627
0.80277 0.608627
0.80277 0.608627
0.80277 0.608627
0.80277 0.608627
0.80277 0.608627
0.80277 0.608627
0.80277 0.608627
0.769569 0.579597
0.769569 0.579597
0.746077 0.572433
0.800565 0.589024
0.800618 0.580672
0.795452 0.621056
0.795452 0.621056
0.795452 0.621056
0.795452 0.621056
0.795452 0.621056
0.795452 0.621056
0.815139 0.596661
0.840393 0.588704
0.801981 0.603379
0.776164 0.589795
0.806182 0.631917
0.795378 0.599061
0.778077 0.629625
0.778077 0.629625
0.757272 0.598709
0.737849 0.594428
0.74595 0.623081
0.787821 0.617192
0.787821 0.617192
0.787821 0.617192
0.787821 0.617192
0.813921 0.644304
0.813921 0.644304
0.813921 0.644304
0.813921 0.644304
0.813921 0.644304
0.80244 0.61163
0.80244 0.61163
0.761115 0.589351
0.761115 0.589351
0.761115 0.589351
0.761115 0.589351
0.761115 0.589351
0.79981 0.610431
0.844107 0.597134
0.815188 0.620752
0.807864 0.668468
0.807864 0.668468
0.801936 0.617968
0.819863 0.641374
