mu sigma
0.12224 1.12946
0.12224 1.12946
0.304405 1.10114
0.305569 1.01407
0.332839 0.940587
0.332839 0.940587
0.332839 0.940587
0.151736 0.864234
0.151736 0.864234
0.151736 0.864234
0.151736 0.864234
0.151736 0.864234
0.261802 1.01453
0.311647 1.18492
0.201019 1.10694
0.201019 1.10694
0.201019 1.10694
0.104832 1.00548
0.260637 1.1448
0.260637 1.1448
0.174345 1.19165
0.174345 1.19165
0.221482 1.06224
0.312656 0.917296
0.206442 0.866229
0.326541 0.9358
0.214142 0.941479
0.294418 1.01659
0.266131 0.960958
0.266131 0.960958
0.266131 0.960958
0.182788 1.02963
0.289541 1.03374
0.278927 1.12341
0.278927 1.12341
0.278927 1.12341
0.169239 1.19936
0.255888 1.0851
0.255888 1.0851
0.376332 0.95474
0.41759 0.994816
0.300172 1.12444
0.461225 1.08274
0.594719 0.924387
0.594719 0.924387
0.450466 0.791306
0.482535 0.922015
0.447464 0.904093
0.447464 0.904093
0.447464 0.904093
0.54986 0.833465
0.617895 0.94789
0.60313 0.916405
0.60313 0.916405
0.60313 0.916405
0.467307 0.929372
0.403368 0.842052
0.448202 0.814262
0.448202 0.814262
0.448202 0.814262
0.422672 0.961285
0.422672 0.961285
0.422672 0.961285
0.422672 0.961285
0.422672 0.961285
0.422672 0.961285
0.422672 0.961285
0.422672 0.961285
0.422672 0.961285
0.412955 0.928907
0.534586 0.983269
0.573109 0.995616
0.573109 0.995616
0.554429 0.861683
0.626546 0.758601
0.55027 0.689062
0.55027 0.689062
0.548567 0.689304
0.548567 0.689304
0.548567 0.689304
0.548567 0.689304
0.6771 0.640431
0.67099 0.777754
0.67099 0.777754
0.67099 0.777754
0.67099 0.777754
0.816931 0.737227
0.868231 0.796807
0.868977 0.777503
0.817336 0.877114
0.674184 0.826088
0.674184 0.826088
0.674184 0.826088
0.674184 0.826088
0.734185 0.711124
0.795031 0.626885
0.853334 0.638324
0.853334 0.638324
0.853334 0.638324
0.875043 0.543537
