mu sigma
0.805268 0.567587
0.785008 0.575258
0.738163 0.619386
0.778633 0.635681
0.743192 0.59816
0.730165 0.649398
0.758703 0.605785
0.788827 0.650877
0.817729 0.659033
0.817729 0.659033
0.817729 0.659033
0.830449 0.661279
0.830449 0.661279
0.830449 0.661279
0.845128 0.614338
0.864088 0.59244
0.8207 0.600819
0.823357 0.604143
0.823357 0.604143
0.780029 0.578887
0.786468 0.589457
0.786468 0.589457
0.782543 0.607183
0.782543 0.607183
0.782543 0.607183
0.808691 0.571555
0.808691 0.571555
0.804834 0.590345
0.783609 0.598186
0.790082 0.63437
0.77698 0.582452
0.738641 0.585937
0.737537 0.588444
0.71258 0.562214
0.756723 0.614848
0.801658 0.665737
0.756919 0.610909
0.796351 0.641494
0.796351 0.641494
0.765784 0.62366
0.786694 0.663125
0.786694 0.663125
0.786849 0.651678
0.777127 0.614493
0.777127 0.614493
0.775698 0.620062
0.805361 0.585743
0.809721 0.628663
0.810025 0.681775
0.789151 0.673853
0.822617 0.676
0.775568 0.618381
0.774396 0.594651
0.76779 0.561925
0.76779 0.561925
0.803351 0.602524
0.803351 0.602524
0.8229 0.583045
0.870614 0.6372
0.842777 0.613083
0.842777 0.613083
0.842777 0.613083
0.851806 0.643564
0.794215 0.618325
0.794215 0.618325
0.736087 0.614216
0.736087 0.614216
0.70655 0.642399
0.716873 0.583321
0.716873 0.583321
0.778093 0.582434
0.730655 0.578405
0.699786 0.566622
0.739651 0.613755
0.745657 0.586051
0.780889 0.650831
0.721328 0.694712
0.764407 0.722899
0.764407 0.722899
0.794122 0.668335
0.794122 0.668335
0.794122 0.668335
0.825649 0.676302
0.846585 0.623186
0.798232 0.638563
0.763747 0.605807
0.739602 0.623787
0.805005 0.575278
0.861751 0.606178
0.897874 0.604672
0.865156 0.595169
0.865156 0.595169
0.865156 0.595169
0.873171 0.660984
0.873171 0.660984
0.861035 0.6218
0.861035 0.6218
0.853213 0.587033
0.834706 0.559169
0.834706 0.559169
