mu sigma
0.783389 0.611959
0.834409 0.600227
0.899375 0.595126
0.899375 0.595126
0.899375 0.595126
0.875112 0.534085
0.88353 0.527347
0.881488 0.525717
0.898051 0.570309
0.933093 0.564686
0.886982 0.620248
0.886982 0.620248
0.886982 0.620248
0.886982 0.620248
0.850434 0.563674
0.850434 0.563674
0.786776 0.594155
0.744467 0.561825
0.785938 0.592995
0.785938 0.592995
0.758824 0.621253
0.758824 0.621253
0.73958 0.677088
0.743104 0.623308
0.786472 0.667623
0.786472 0.667623
0.786472 0.667623
0.803453 0.671421
0.776481 0.660591
0.822878 0.620323
0.782319 0.572531
0.735118 0.595216
0.740561 0.551273
0.740561 0.551273
0.766865 0.542431
0.761769 0.58959
0.710779 0.583923
0.705052 0.558693
0.733743 0.55473
0.804809 0.578881
0.804809 0.578881
0.804809 0.578881
0.804809 0.578881
0.804809 0.578881
0.839571 0.593437
0.889286 0.607224
0.889286 0.607224
0.889286 0.607224
0.850574 0.603264
0.850574 0.603264
0.850574 0.603264
0.850574 0.603264
0.850574 0.603264
0.853157 0.641739
0.862134 0.595147
0.817235 0.545131
0.842934 0.526178
0.892754 0.574344
0.899039 0.595505
0.899039 0.595505
0.899039 0.595505
0.912295 0.578735
0.912295 0.578735
0.865451 0.553594
0.846219 0.601584
0.819122 0.657296
0.836358 0.63551
0.786011 0.593751
0.813603 0.587044
0.858383 0.622085
0.899458 0.607447
0.899458 0.607447
0.954997 0.60763
0.954997 0.60763
0.954997 0.60763
0.954997 0.60763
0.954997 0.60763
0.954997 0.60763
0.908395 0.608074
0.913268 0.621876
0.913268 0.621876
0.876154 0.618242
0.876154 0.618242
0.859785 0.66226
0.859785 0.66226
0.898236 0.669776
0.894589 0.648033
0.894589 0.648033
0.878662 0.655427
0.822951 0.629611
0.822951 0.629611
0.809831 0.621324
0.768654 0.66865
0.768654 0.66865
0.768654 0.66865
0.794208 0.647351
0.775385 0.691077
0.819483 0.662463
0.775046 0.632824
0.743359 0.607509
