Energy Error Acceptance
-0.433704 0.00973477 0.619667
-0.438792 0.00782046 0.584333
-0.438792 0.00782046 0.584333
-0.438792 0.00782046 0.584333
-0.438792 0.00782046 0.584333
-0.438792 0.00782046 0.584333
-0.438792 0.00782046 0.584333
-0.438792 0.00782046 0.584333
-0.453759 0.00543237 0.6862
-0.453759 0.00543237 0.6862
-0.453759 0.00543237 0.6862
-0.445206 0.00487866 0.627467
-0.430254 0.00700415 0.637867
-0.441991 0.00580567 0.556467
-0.441991 0.00580567 0.556467
-0.439426 0.00528094 0.657533
-0.439426 0.00528094 0.657533
-0.443788 0.00556308 0.591
-0.443788 0.00556308 0.591
-0.449691 0.00495926 0.6372
-0.449691 0.00495926 0.6372
-0.449691 0.00495926 0.6372
-0.449691 0.00495926 0.6372
-0.449691 0.00495926 0.6372
-0.435458 0.00553356 0.676533
-0.438835 0.00696768 0.578333
-0.438835 0.00696768 0.578333
-0.438835 0.00696768 0.578333
-0.438835 0.00696768 0.578333
-0.436043 0.00700179 0.605667
-0.441311 0.0059652 0.597667
-0.449286 0.00630533 0.5652
-0.449286 0.00630533 0.5652
-0.445228 0.00512902 0.6034
-0.445228 0.00512902 0.6034
-0.464089 0.00590052 0.601133
-0.464089 0.00590052 0.601133
-0.464089 0.00590052 0.601133
-0.464089 0.00590052 0.601133
-0.464089 0.00590052 0.601133
-0.464089 0.00590052 0.601133
-0.464089 0.00590052 0.601133
-0.464089 0.00590052 0.601133
-0.464089 0.00590052 0.601133
-0.464089 0.00590052 0.601133
-0.464089 0.00590052 0.601133
-0.464089 0.00590052 0.601133
-0.464089 0.00590052 0.601133
-0.464089 0.00590052 0.601133
-0.464089 0.00590052 0.601133
-0.464089 0.00590052 0.601133
-0.464089 0.00590052 0.601133
-0.451468 0.00571023 0.569667
-0.451468 0.00571023 0.569667
-0.451468 0.00571023 0.569667
-0.447356 0.00582733 0.6324
-0.438522 0.00799284 0.732133
-0.441096 0.00693652 0.598733
-0.441096 0.00693652 0.598733
-0.441096 0.00693652 0.598733
-0.449738 0.00666261 0.608733
-0.449738 0.00666261 0.608733
-0.421394 0.00904537 0.598667
-0.438347 0.00732563 0.606867
-0.436129 0.00792526 0.575933
-0.443041 0.00818462 0.5968
-0.443041 0.00818462 0.5968
-0.443879 0.00821678 0.672
-0.443879 0.00821678 0.672
-0.443879 0.00821678 0.672
-0.442208 0.00991354 0.6044
-0.442208 0.00991354 0.6044
-0.442208 0.00991354 0.6044
-0.442208 0.00991354 0.6044
-0.444061 0.00703347 0.5546
-0.444061 0.00703347 0.5546
-0.416131 0.0137669 0.564733
-0.406477 0.0101197 0.572
-0.423296 0.0101797 0.667867
-0.438208 0.00753398 0.5664
-0.439247 0.00794321 0.603867
-0.440532 0.00634738 0.602
-0.434566 0.00978818 0.5634
-0.446976 0.00652997 0.567267
-0.437591 0.00731159 0.566267
-0.444944 0.00646176 0.5638
-0.43921 0.00772306 0.634533
-0.451892 0.00660688 0.664
-0.451892 0.00660688 0.664
-0.451892 0.00660688 0.664
-0.451892 0.00660688 0.664
-0.451892 0.00660688 0.664
-0.451892 0.00660688 0.664
-0.451892 0.00660688 0.664
-0.451892 0.00660688 0.664
-0.440442 0.00698312 0.638133
-0.440442 0.00698312 0.638133
-0.440442 0.00698312 0.638133
-0.440442 0.00698312 0.638133
-0.442339 0.00674092 0.673267
