mu sigma
0.834706 0.559169
0.793437 0.600406
0.764373 0.578525
0.737442 0.647117
0.792432 0.608437
0.792432 0.608437
0.727186 0.634853
0.681202 0.649355
0.681202 0.649355
0.681202 0.649355
0.681202 0.649355
0.719635 0.708885
0.719635 0.708885
0.74028 0.676726
0.675802 0.673676
0.735537 0.681288
0.735537 0.681288
0.789585 0.741935
0.841245 0.760261
0.841245 0.760261
0.841245 0.760261
0.841245 0.760261
0.777717 0.781703
0.777717 0.781703
0.810481 0.717417
0.85844 0.681979
0.85844 0.681979
0.85844 0.681979
0.85844 0.681979
0.85844 0.681979
0.85844 0.681979
0.85844 0.681979
0.875394 0.633864
0.875394 0.633864
0.875394 0.633864
0.889987 0.596591
0.889987 0.596591
0.832284 0.626739
0.783554 0.603076
0.783554 0.603076
0.783554 0.603076
0.783554 0.603076
0.783554 0.603076
0.783554 0.603076
0.783554 0.603076
0.783554 0.603076
0.780441 0.592419
0.815425 0.616914
0.815425 0.616914
0.868008 0.663161
0.868008 0.663161
0.890707 0.619143
0.890707 0.619143
0.881431 0.621077
0.834392 0.576438
0.834392 0.576438
0.835697 0.57592
0.855417 0.603311
0.871254 0.605357
0.875014 0.583719
0.881872 0.558021
0.881872 0.558021
0.858656 0.526352
0.858656 0.526352
0.821811 0.538143
0.835942 0.553724
0.841551 0.577129
0.841551 0.577129
0.841551 0.577129
0.851578 0.62054
0.851578 0.62054
0.851578 0.62054
0.851578 0.62054
0.829415 0.62691
0.795245 0.667152
0.756076 0.671782
0.768177 0.635686
0.819565 0.603567
0.819565 0.603567
0.839813 0.609747
0.850968 0.657461
0.850968 0.657461
0.850968 0.657461
0.850968 0.657461
0.850968 0.657461
0.850968 0.657461
0.850968 0.657461
0.802644 0.657491
0.802644 0.657491
0.813654 0.622899
0.812239 0.606737
0.812239 0.606737
0.812239 0.606737
0.862918 0.624163
0.818432 0.620944
0.818432 0.620944
0.818432 0.620944
0.818432 0.620944
0.820059 0.619386
0.768442 0.634983
