mu sigma
0.816092 0.613967
0.824876 0.628273
0.824876 0.628273
0.824876 0.628273
0.819429 0.606002
0.835832 0.604218
0.851365 0.593193
0.83766 0.619559
0.83766 0.619559
0.834802 0.601809
0.834802 0.601809
0.8499 0.624675
0.8499 0.624675
0.874056 0.620892
0.874056 0.620892
0.889319 0.60123
0.892747 0.628065
0.892747 0.628065
0.890639 0.636776
0.880576 0.613302
0.880576 0.613302
0.880576 0.613302
0.892907 0.622749
0.892907 0.622749
0.892907 0.622749
0.892907 0.622749
0.892907 0.622749
0.892907 0.622749
0.892207 0.617501
0.875582 0.626995
0.875582 0.626995
0.875582 0.626995
0.89393 0.614568
0.8762 0.598892
0.8762 0.598892
0.873135 0.616042
0.892299 0.614337
0.895913 0.607012
0.895913 0.607012
0.888393 0.60245
0.880079 0.593199
0.874351 0.602685
0.874351 0.602685
0.874351 0.602685
0.861378 0.596734
0.861378 0.596734
0.881483 0.607903
0.873131 0.603596
0.863361 0.614796
0.847811 0.631627
0.847811 0.631627
0.847811 0.631627
0.836966 0.636762
0.830957 0.625019
0.826946 0.610724
0.826946 0.610724
0.815088 0.616772
0.815088 0.616772
0.807015 0.623199
0.797883 0.637014
0.784075 0.629259
0.784075 0.629259
0.779057 0.646381
0.779057 0.646381
0.769474 0.644688
0.754745 0.654763
0.769089 0.674223
0.769089 0.674223
0.776436 0.670901
0.761707 0.686723
0.761707 0.686723
0.761707 0.686723
0.761707 0.686723
0.780356 0.707156
0.780356 0.707156
0.780356 0.707156
0.776057 0.688473
0.757965 0.671809
0.78258 0.682205
0.761604 0.661447
0.773671 0.679546
0.749291 0.696595
0.734134 0.678548
0.744924 0.671602
0.744924 0.671602
0.767027 0.682765
0.790944 0.690374
0.790944 0.690374
0.779607 0.666603
0.753955 0.669493
0.771136 0.655787
0.771133 0.635682
0.783847 0.649633
0.779855 0.645672
0.779855 0.645672
0.78593 0.65084
0.792786 0.6473
0.792786 0.6473
0.774904 0.640005
0.78269 0.620019
