Energy Error Acceptance
-0.437388 0.00903386 0.672667
-0.425396 0.0107139 0.66275
-0.425022 0.0210798 0.6525
-0.427747 0.00813053 0.56375
-0.4321 0.00811475 0.600917
-0.4321 0.00811475 0.600917
-0.412629 0.0072383 0.59825
-0.412629 0.0072383 0.59825
-0.415725 0.0117101 0.608167
-0.418033 0.0112028 0.520417
-0.422029 0.0124438 0.664667
-0.403605 0.0122038 0.639417
-0.403605 0.0122038 0.639417
-0.403605 0.0122038 0.639417
-0.403605 0.0122038 0.639417
-0.403605 0.0122038 0.639417
-0.403605 0.0122038 0.639417
-0.426749 0.0112833 0.542
-0.440609 0.00654484 0.605917
-0.430389 0.0106503 0.5605
-0.430389 0.0106503 0.5605
-0.443852 0.00812596 0.597833
-0.451945 0.00637115 0.663667
-0.451945 0.00637115 0.663667
-0.451945 0.00637115 0.663667
-0.451945 0.00637115 0.663667
-0.451945 0.00637115 0.663667
-0.451945 0.00637115 0.663667
-0.437731 0.00855224 0.630583
-0.437731 0.00855224 0.630583
-0.437731 0.00855224 0.630583
-0.406817 0.00901232 0.6035
-0.42116 0.0102681 0.605917
-0.435871 0.0125246 0.604917
-0.44232 0.00996037 0.703417
-0.44232 0.00996037 0.703417
-0.44232 0.00996037 0.703417
-0.44232 0.00996037 0.703417
-0.44232 0.00996037 0.703417
-0.44232 0.00996037 0.703417
-0.44232 0.00996037 0.703417
-0.44232 0.00996037 0.703417
-0.438803 0.0079405 0.631833
-0.452692 0.00675953 0.559333
-0.453724 0.00717814 0.667
-0.46424 0.00548818 0.635417
-0.46424 0.00548818 0.635417
-0.46424 0.00548818 0.635417
-0.46424 0.00548818 0.635417
-0.46424 0.00548818 0.635417
-0.46424 0.00548818 0.635417
-0.46424 0.00548818 0.635417
-0.452288 0.00566483 0.631167
-0.452288 0.00566483 0.631167
-0.442275 0.00701496 0.5645
-0.446348 0.00808338 0.5765
-0.45305 0.00597844 0.61225
-0.45305 0.00597844 0.61225
-0.432692 0.00690412 0.647917
-0.437499 0.00760263 0.626167
-0.437183 0.00763508 0.61025
-0.437183 0.00763508 0.61025
-0.438718 0.00657656 0.647
-0.433631 0.00735061 0.540083
-0.453939 0.00616467 0.690833
-0.435341 0.00905542 0.626
-0.435341 0.00905542 0.626
-0.403171 0.00935097 0.643167
-0.406627 0.00971939 0.654417
-0.40771 0.0118642 0.541167
-0.40771 0.0118642 0.541167
-0.415656 0.00856255 0.66625
-0.415656 0.00856255 0.66625
-0.383863 0.0111392 0.656583
-0.383863 0.0111392 0.656583
-0.37083 0.0111761 0.603833
-0.415421 0.00923196 0.584917
-0.415421 0.00923196 0.584917
-0.382533 0.0109969 0.6325
-0.382036 0.0082479 0.515167
-0.382036 0.0082479 0.515167
-0.396854 0.00800791 0.62725
-0.388921 0.00920255 0.503167
-0.388921 0.00920255 0.503167
-0.388921 0.00920255 0.503167
-0.388921 0.00920255 0.503167
-0.388921 0.00920255 0.503167
-0.388921 0.00920255 0.503167
-0.388921 0.00920255 0.503167
-0.388921 0.00920255 0.503167
-0.420854 0.00725088 0.532583
-0.420854 0.00725088 0.532583
-0.414817 0.00671554 0.561083
-0.450532 0.00614567 0.632083
-0.442097 0.00611292 0.667333
-0.442961 0.00728626 0.54125
-0.430179 0.00892956 0.569917
-0.435311 0.00690951 0.58275
-0.449121 0.00691158 0.542667
-0.449121 0.00691158 0.542667
