mu sigma
0.840819 0.545285
0.806873 0.609784
0.8245 0.637812
0.8245 0.637812
0.8245 0.637812
0.8245 0.637812
0.834018 0.648575
0.85598 0.610555
0.826206 0.65707
0.826206 0.65707
0.792753 0.622212
0.770521 0.596275
0.770521 0.596275
0.790395 0.563314
0.790395 0.563314
0.763924 0.603982
0.767798 0.584503
0.750957 0.590521
0.750957 0.590521
0.750957 0.590521
0.750957 0.590521
0.750957 0.590521
0.750957 0.590521
0.750957 0.590521
0.750957 0.590521
0.789844 0.574347
0.789844 0.574347
0.789844 0.574347
0.789844 0.574347
0.782879 0.607519
0.76942 0.576915
0.78112 0.571199
0.7578 0.579194
0.7578 0.579194
0.7578 0.579194
0.776532 0.606427
0.747234 0.613346
0.747234 0.613346
0.705111 0.63944
0.705111 0.63944
0.72708 0.616783
0.697232 0.625136
0.729468 0.616809
0.729468 0.616809
0.729468 0.616809
0.749695 0.612866
0.737841 0.625486
0.766755 0.604119
0.765009 0.631665
0.728032 0.664581
0.728032 0.664581
0.728032 0.664581
0.728032 0.664581
0.75868 0.637934
0.746384 0.682194
0.737961 0.680398
0.746327 0.707778
0.746327 0.707778
0.760446 0.69649
0.78314 0.71698
0.794184 0.679545
0.803677 0.689201
0.761889 0.673338
0.730779 0.630992
0.730779 0.630992
0.763429 0.679626
0.763429 0.679626
0.761896 0.664198
0.777815 0.623837
0.774904 0.582942
0.784554 0.593091
0.784554 0.593091
0.798688 0.5896
0.76112 0.593444
0.723609 0.607744
0.723609 0.607744
0.764529 0.60895
0.764529 0.60895
0.765752 0.642288
0.77639 0.61104
0.744446 0.630647
0.771132 0.658817
0.791886 0.676814
0.791886 0.676814
0.791886 0.676814
0.739631 0.628871
0.739631 0.628871
0.739631 0.628871
0.702429 0.639612
0.717469 0.655795
0.761773 0.622752
0.76647 0.604812
0.763145 0.577079
0.772802 0.536921
0.724439 0.533011
0.724439 0.533011
0.724439 0.533011
0.724439 0.533011
0.724439 0.533011
0.728067 0.548676
