Energy Error Acceptance
-0.452147 0.0108109 0.635833
-0.452147 0.0108109 0.635833
-0.452147 0.0108109 0.635833
-0.452147 0.0108109 0.635833
-0.452147 0.0108109 0.635833
-0.452147 0.0108109 0.635833
-0.452147 0.0108109 0.635833
-0.452147 0.0108109 0.635833
-0.441624 0.0109781 0.679
-0.441624 0.0109781 0.679
-0.441624 0.0109781 0.679
-0.441624 0.0109781 0.679
-0.402047 0.00972674 0.5235
-0.402047 0.00972674 0.5235
-0.455044 0.00809236 0.618667
-0.455044 0.00809236 0.618667
-0.437845 0.00855185 0.647667
-0.441745 0.00782046 0.536167
-0.442027 0.0117708 0.643667
-0.442027 0.0117708 0.643667
-0.374979 0.0151951 0.606333
-0.419989 0.011684 0.657
-0.419989 0.011684 0.657
-0.419989 0.011684 0.657
-0.433326 0.00975337 0.572333
-0.432226 0.0129496 0.612667
-0.392303 0.017894 0.630833
-0.445424 0.007652 0.71
-0.427231 0.0106562 0.606
-0.427231 0.0106562 0.606
-0.424941 0.0132288 0.585333
-0.449175 0.00781188 0.519833
-0.449175 0.00781188 0.519833
-0.449175 0.00781188 0.519833
-0.437808 0.0089065 0.573333
-0.437808 0.0089065 0.573333
-0.437808 0.0089065 0.573333
-0.437808 0.0089065 0.573333
-0.437808 0.0089065 0.573333
-0.437808 0.0089065 0.573333
-0.438893 0.0121935 0.6425
-0.447982 0.00787056 0.595333
-0.42823 0.0109865 0.648
-0.454434 0.00666918 0.563667
-0.454434 0.00666918 0.563667
-0.454434 0.00666918 0.563667
-0.454434 0.00666918 0.563667
-0.453704 0.00728818 0.549833
-0.40264 0.0206803 0.585
-0.40264 0.0206803 0.585
-0.433069 0.0128095 0.541833
-0.433069 0.0128095 0.541833
-0.433069 0.0128095 0.541833
-0.433069 0.0128095 0.541833
-0.369285 0.0216811 0.558667
-0.387257 0.0223225 0.581667
-0.423014 0.0206391 0.530667
-0.423605 0.0160782 0.622167
-0.420649 0.0144021 0.5645
-0.466451 0.00838216 0.556167
-0.466451 0.00838216 0.556167
-0.466451 0.00838216 0.556167
-0.466451 0.00838216 0.556167
-0.466451 0.00838216 0.556167
-0.466451 0.00838216 0.556167
-0.466451 0.00838216 0.556167
-0.446316 0.0150068 0.641833
-0.425403 0.0106779 0.6265
-0.426689 0.015571 0.627333
-0.421616 0.0156508 0.702
-0.421616 0.0156508 0.702
-0.417563 0.0105102 0.642167
-0.419195 0.0106286 0.663333
-0.432036 0.0108547 0.665
-0.432036 0.0108547 0.665
-0.421547 0.00946546 0.518667
-0.421547 0.00946546 0.518667
-0.425896 0.00973435 0.657
-0.393221 0.0117517 0.6655
-0.409396 0.00848524 0.645
-0.409582 0.00935499 0.553333
-0.409582 0.00935499 0.553333
-0.445369 0.00836545 0.5935
-0.445369 0.00836545 0.5935
-0.445369 0.00836545 0.5935
-0.43477 0.00872465 0.608833
-0.423858 0.0103716 0.532167
-0.437199 0.00993357 0.516167
-0.444615 0.0113245 0.551
-0.444563 0.0107476 0.642
-0.444563 0.0107476 0.642
-0.414464 0.00887604 0.654667
-0.384073 0.0106427 0.588833
-0.384073 0.0106427 0.588833
-0.418859 0.0107024 0.589833
-0.418859 0.0107024 0.589833
-0.418859 0.0107024 0.589833
-0.409503 0.0113688 0.535
-0.433641 0.0108104 0.587333
-0.445939 0.00991828 0.604
