Energy Error Acceptance
-0.412535 0.00791761 0.61875
-0.401097 0.00802976 0.554933
-0.412547 0.00797192 0.630067
-0.412547 0.00797192 0.630067
-0.412547 0.00797192 0.630067
-0.383941 0.0103545 0.611933
-0.383941 0.0103545 0.611933
-0.424045 0.00881553 0.633467
-0.424045 0.00881553 0.633467
-0.408449 0.0074932 0.637667
-0.408553 0.00804652 0.685467
-0.441535 0.00668108 0.576667
-0.448964 0.00572871 0.571
-0.448964 0.00572871 0.571
-0.4452 0.006014 0.599667
-0.440229 0.00529258 0.636733
-0.429239 0.0104656 0.6384
-0.426625 0.0106254 0.524267
-0.421244 0.00908566 0.640267
-0.421244 0.00908566 0.640267
-0.42922 0.00858475 0.528533
-0.449366 0.00721217 0.609333
-0.45045 0.00600961 0.573867
-0.447996 0.00650428 0.533533
-0.447996 0.00650428 0.533533
-0.447996 0.00650428 0.533533
-0.438808 0.00784123 0.600133
-0.444852 0.00556721 0.699933
-0.446114 0.00568819 0.642667
-0.446114 0.00568819 0.642667
-0.448636 0.00514495 0.602267
-0.448636 0.00514495 0.602267
-0.448636 0.00514495 0.602267
-0.448636 0.00514495 0.602267
-0.435631 0.00769143 0.601
-0.436507 0.0057374 0.672667
-0.437466 0.00746566 0.684
-0.437466 0.00746566 0.684
-0.425806 0.0104438 0.6772
-0.449263 0.00613681 0.7288
-0.449263 0.00613681 0.7288
-0.435549 0.00767911 0.5918
-0.419954 0.0117452 0.536467
-0.429664 0.00694789 0.572867
-0.429664 0.00694789 0.572867
-0.429664 0.00694789 0.572867
-0.429664 0.00694789 0.572867
-0.429664 0.00694789 0.572867
-0.440745 0.00560145 0.5338
-0.428455 0.00803194 0.5742
-0.435264 0.00811224 0.673133
-0.44983 0.00610651 0.640667
-0.44983 0.00610651 0.640667
-0.454546 0.00570124 0.56
-0.454546 0.00570124 0.56
-0.449009 0.00577795 0.5678
-0.449009 0.00577795 0.5678
-0.449009 0.00577795 0.5678
-0.449009 0.00577795 0.5678
-0.449009 0.00577795 0.5678
-0.449009 0.00577795 0.5678
-0.448728 0.00534448 0.6724
-0.451255 0.00579856 0.570067
-0.443227 0.00554197 0.6404
-0.43225 0.00568217 0.670933
-0.43225 0.00568217 0.670933
-0.432918 0.00695177 0.5092
-0.418783 0.00547432 0.594267
-0.440174 0.00663984 0.669333
-0.433329 0.00828325 0.586333
-0.444568 0.00582268 0.744267
-0.444568 0.00582268 0.744267
-0.443259 0.00712825 0.6662
-0.449712 0.00477214 0.715333
-0.449712 0.00477214 0.715333
-0.449712 0.00477214 0.715333
-0.448927 0.00535299 0.592533
-0.447718 0.00538771 0.653
-0.447718 0.00538771 0.653
-0.435297 0.00654067 0.567933
-0.435297 0.00654067 0.567933
-0.417289 0.00986618 0.594667
-0.436225 0.00611955 0.6702
-0.438882 0.00541024 0.640267
-0.416899 0.00684407 0.568067
-0.432679 0.00625393 0.529533
-0.432679 0.00625393 0.529533
-0.416855 0.00816682 0.669533
-0.416855 0.00816682 0.669533
-0.422756 0.00662718 0.672533
-0.415331 0.0106951 0.5568
-0.413327 0.0066258 0.638
-0.402032 0.00797804 0.654
-0.402032 0.00797804 0.654
-0.385648 0.00800472 0.5644
-0.385648 0.00800472 0.5644
-0.385648 0.00800472 0.5644
-0.378594 0.0117196 0.702933
-0.378594 0.0117196 0.702933
-0.40993 0.00845258 0.643267
