mu sigma
0.813233 0.638404
0.813233 0.638404
0.813233 0.638404
0.81473 0.633439
0.821229 0.63578
0.821977 0.635514
0.827886 0.631939
0.831638 0.633847
0.83059 0.631785
0.82608 0.634425
0.826968 0.639126
0.824789 0.638194
0.824692 0.638576
0.824692 0.638576
0.824692 0.638576
0.825677 0.636301
0.825677 0.636301
0.825677 0.636301
0.825677 0.636301
0.825677 0.636301
0.821672 0.633317
0.82475 0.629205
0.831024 0.6285
0.831024 0.6285
0.831024 0.6285
0.83352 0.623256
0.837178 0.629986
0.843002 0.637142
0.847498 0.63592
0.847498 0.63592
0.847247 0.634185
0.847247 0.634185
0.84304 0.635576
0.841292 0.632991
0.841292 0.632991
0.840734 0.633699
0.840734 0.633699
0.838096 0.639394
0.838096 0.639394
0.84583 0.64185
0.83903 0.645633
0.83903 0.645633
0.83903 0.645633
0.841251 0.652965
0.84233 0.64527
0.835644 0.641497
0.840624 0.636514
0.834867 0.629358
0.838036 0.622564
0.843072 0.629237
0.843072 0.629237
0.840104 0.623184
0.833664 0.622969
0.833664 0.622969
0.833664 0.622969
0.83727 0.629588
0.83727 0.629588
0.83727 0.629588
0.83509 0.637223
0.83405 0.638565
0.842047 0.637042
0.844946 0.636698
0.844946 0.636698
0.844946 0.636698
0.851713 0.633765
0.851713 0.633765
0.854977 0.626144
0.846699 0.626268
0.851805 0.63047
0.843244 0.633563
0.849966 0.626013
0.849966 0.626013
0.850505 0.619028
0.843505 0.614942
0.843505 0.614942
0.841354 0.62341
0.841354 0.62341
0.832801 0.630354
0.832801 0.630354
0.831081 0.623686
0.829827 0.631694
0.826337 0.633003
0.819869 0.628034
0.813766 0.629239
0.8194 0.62648
0.816367 0.634531
0.821394 0.63743
0.830326 0.640835
0.838651 0.632833
0.831712 0.62998
0.831712 0.62998
0.831712 0.62998
0.831712 0.62998
0.831712 0.62998
0.831712 0.62998
0.831712 0.62998
0.831712 0.62998
0.831712 0.62998
0.840442 0.630022
0.831088 0.628667
