mu sigma
0.468921 0.789426
0.546232 0.806708
0.546232 0.806708
0.618635 0.889967
0.542908 0.946908
0.542908 0.946908
0.482511 1.03387
0.482511 1.03387
0.449981 0.948067
0.382267 0.863545
0.488085 0.912705
0.594607 0.847428
0.594607 0.847428
0.594607 0.847428
0.680171 0.85602
0.705652 0.808243
0.677971 0.801285
0.677971 0.801285
0.677971 0.801285
0.69655 0.76904
0.695578 0.664903
0.608109 0.74665
0.709803 0.770701
0.709803 0.770701
0.648726 0.683593
0.648726 0.683593
0.652983 0.674098
0.616742 0.594096
0.616742 0.594096
0.732057 0.638359
0.732057 0.638359
0.789508 0.614552
0.789508 0.614552
0.789508 0.614552
0.802949 0.59446
0.795026 0.642477
0.795026 0.642477
0.795026 0.642477
0.895238 0.645045
0.935118 0.668232
0.935118 0.668232
0.881995 0.611904
0.881995 0.611904
0.881995 0.611904
0.814697 0.596919
0.887469 0.615743
0.840484 0.57976
0.840484 0.57976
0.840484 0.57976
0.840484 0.57976
0.840484 0.57976
0.840484 0.57976
0.840484 0.57976
0.947835 0.655119
0.883375 0.639512
0.883375 0.639512
0.953709 0.617552
0.877317 0.550208
0.771674 0.534651
0.771674 0.534651
0.771674 0.534651
0.771674 0.534651
0.771674 0.534651
0.771674 0.534651
0.771674 0.534651
0.771674 0.534651
0.771674 0.534651
0.771674 0.534651
0.785643 0.589126
0.793924 0.583568
0.860818 0.67083
0.860818 0.67083
0.860818 0.67083
0.860818 0.67083
0.855406 0.688006
0.855406 0.688006
0.855406 0.688006
0.855406 0.688006
0.858521 0.6102
0.858521 0.6102
0.858521 0.6102
0.858521 0.6102
0.858521 0.6102
0.854296 0.563774
0.854296 0.563774
0.883034 0.606095
0.883034 0.606095
0.873688 0.550663
0.929801 0.5783
0.945406 0.585732
0.891163 0.640424
0.891163 0.640424
0.891163 0.640424
0.861469 0.594135
0.910554 0.594249
0.910554 0.594249
0.92206 0.579134
0.911302 0.617678
0.874728 0.617257
0.874728 0.617257
