Energy Error Acceptance
-0.350654 0.0233425 0.551667
-0.246272 0.0193516 0.533
-0.246272 0.0193516 0.533
-0.246272 0.0193516 0.533
-0.294683 0.0197179 0.553333
-0.281006 0.0204833 0.577667
-0.281006 0.0204833 0.577667
-0.298824 0.0288127 0.642
-0.369973 0.0208966 0.664667
-0.445041 0.0126964 0.633333
-0.352747 0.0265718 0.551
-0.363478 0.0216506 0.537333
-0.320151 0.0217378 0.626667
-0.392748 0.0161709 0.53
-0.392748 0.0161709 0.53
-0.392748 0.0161709 0.53
-0.309663 0.0199497 0.612
-0.309663 0.0199497 0.612
-0.309663 0.0199497 0.612
-0.309663 0.0199497 0.612
-0.344929 0.0218824 0.587333
-0.344929 0.0218824 0.587333
-0.335205 0.0201451 0.578333
-0.364496 0.018472 0.495667
-0.314602 0.0206585 0.582667
-0.344532 0.024951 0.525
-0.424168 0.0131465 0.691
-0.424168 0.0131465 0.691
-0.437367 0.0101431 0.657
-0.437367 0.0101431 0.657
-0.437367 0.0101431 0.657
-0.45254 0.0112444 0.573
-0.447061 0.00971014 0.632333
-0.447061 0.00971014 0.632333
-0.447061 0.00971014 0.632333
-0.447061 0.00971014 0.632333
-0.401925 0.0195113 0.547667
-0.401925 0.0195113 0.547667
-0.417035 0.0188689 0.622
-0.417035 0.0188689 0.622
-0.417035 0.0188689 0.622
-0.417035 0.0188689 0.622
-0.417035 0.0188689 0.622
-0.417035 0.0188689 0.622
-0.417035 0.0188689 0.622
-0.417035 0.0188689 0.622
-0.417035 0.0188689 0.622
-0.370648 0.0205963 0.670667
-0.345218 0.0327521 0.645667
-0.43504 0.0125333 0.664
-0.43504 0.0125333 0.664
-0.43504 0.0125333 0.664
-0.432842 0.013906 0.573
-0.430295 0.011569 0.667
-0.430295 0.011569 0.667
-0.376073 0.0216825 0.620667
-0.376073 0.0216825 0.620667
-0.376073 0.0216825 0.620667
-0.402191 0.0171478 0.535667
-0.416304 0.0178285 0.545333
-0.399517 0.0204634 0.526
-0.40409 0.01773 0.641
-0.40409 0.01773 0.641
-0.426494 0.0107734 0.604667
-0.433628 0.011827 0.605
-0.398245 0.0212646 0.642333
-0.398245 0.0212646 0.642333
-0.398245 0.0212646 0.642333
-0.398245 0.0212646 0.642333
-0.408615 0.0168558 0.619667
-0.408615 0.0168558 0.619667
-0.325247 0.04126 0.601333
-0.325247 0.04126 0.601333
-0.412752 0.0160944 0.678333
-0.412752 0.0160944 0.678333
-0.440492 0.0241067 0.639333
-0.414645 0.0214459 0.608
-0.414645 0.0214459 0.608
-0.438156 0.00992502 0.579
-0.452175 0.00837686 0.620333
-0.452175 0.00837686 0.620333
-0.452175 0.00837686 0.620333
-0.42938 0.0106092 0.568333
-0.42938 0.0106092 0.568333
-0.42938 0.0106092 0.568333
-0.354352 0.0207021 0.582
-0.354352 0.0207021 0.582
-0.419802 0.0186623 0.61
-0.439521 0.0132179 0.652667
-0.415956 0.0270221 0.608
-0.383794 0.0183634 0.580667
-0.4342 0.0192854 0.612333
-0.446904 0.0169756 0.638333
-0.335462 0.0392959 0.655333
-0.335462 0.0392959 0.655333
-0.335462 0.0392959 0.655333
-0.294235 0.0539813 0.635333
-0.396666 0.0194125 0.645667
-0.431172 0.0175101 0.648333
-0.414762 0.023832 0.605333
