mu sigma
0.728067 0.548676
0.738465 0.53225
0.711645 0.517645
0.711645 0.517645
0.711645 0.517645
0.711645 0.517645
0.72869 0.515118
0.72869 0.515118
0.769965 0.529302
0.769965 0.529302
0.769965 0.529302
0.735873 0.535636
0.735873 0.535636
0.735873 0.535636
0.71613 0.568209
0.71613 0.568209
0.71613 0.568209
0.71613 0.568209
0.760607 0.563562
0.760607 0.563562
0.760607 0.563562
0.760607 0.563562
0.80282 0.598886
0.80282 0.598886
0.817201 0.584663
0.805482 0.614697
0.810291 0.582222
0.771155 0.591118
0.771155 0.591118
0.775723 0.57227
0.795602 0.597917
0.809436 0.609433
0.807279 0.620932
0.774566 0.631931
0.774566 0.631931
0.799449 0.593123
0.808429 0.591953
0.846893 0.613558
0.846893 0.613558
0.832833 0.585521
0.832833 0.585521
0.832833 0.585521
0.794595 0.577776
0.828692 0.607692
0.828692 0.607692
0.828692 0.607692
0.861381 0.601842
0.861381 0.601842
0.842738 0.630827
0.82521 0.648715
0.82521 0.648715
0.838156 0.651669
0.884827 0.609852
0.884827 0.609852
0.884827 0.609852
0.884827 0.609852
0.852493 0.587114
0.852493 0.587114
0.843333 0.611082
0.863127 0.601247
0.824143 0.634132
0.871189 0.635398
0.865536 0.637831
0.873276 0.599804
0.847125 0.611663
0.855574 0.646886
0.851475 0.62069
0.858132 0.594959
0.86151 0.601307
0.813804 0.625118
0.813804 0.625118
0.785417 0.606646
0.773167 0.615356
0.824148 0.650614
0.809859 0.599724
0.809859 0.599724
0.809859 0.599724
0.809859 0.599724
0.790527 0.590205
0.787496 0.616652
0.787496 0.616652
0.761039 0.615168
0.761039 0.615168
0.761039 0.615168
0.738962 0.636062
0.757614 0.58408
0.774219 0.602334
0.804465 0.63165
0.833779 0.619995
0.870337 0.645522
0.870337 0.645522
0.870337 0.645522
0.870337 0.645522
0.870337 0.645522
0.905958 0.672713
0.907775 0.637231
0.907775 0.637231
0.907775 0.637231
0.850959 0.593138
0.811539 0.601585
