Energy Error Acceptance
-0.312571 0.0288761 0.506667
-0.307755 0.0246514 0.543667
-0.307755 0.0246514 0.543667
-0.293502 0.0304091 0.652333
-0.303705 0.042928 0.536333
-0.303705 0.042928 0.536333
-0.212624 0.0511442 0.628
-0.212624 0.0511442 0.628
-0.278155 0.0340838 0.522333
-0.246658 0.0276452 0.619667
-0.224283 0.036504 0.678333
-0.309905 0.0249486 0.676333
-0.309905 0.0249486 0.676333
-0.309905 0.0249486 0.676333
-0.269321 0.060359 0.594333
-0.322507 0.0375539 0.606333
-0.327907 0.0359875 0.564667
-0.327907 0.0359875 0.564667
-0.327907 0.0359875 0.564667
-0.37518 0.0204449 0.612333
-0.410347 0.0153166 0.617667
-0.364435 0.0346645 0.578333
-0.385007 0.0324643 0.479333
-0.385007 0.0324643 0.479333
-0.380582 0.0144408 0.652667
-0.380582 0.0144408 0.652667
-0.370347 0.022295 0.578667
-0.346529 0.0202581 0.647333
-0.346529 0.0202581 0.647333
-0.451791 0.0118268 0.646667
-0.451791 0.0118268 0.646667
-0.462985 0.0123861 0.648333
-0.462985 0.0123861 0.648333
-0.462985 0.0123861 0.648333
-0.443241 0.0138158 0.636
-0.448104 0.0112376 0.585667
-0.448104 0.0112376 0.585667
-0.448104 0.0112376 0.585667
-0.421254 0.0218588 0.575667
-0.415214 0.031785 0.636667
-0.415214 0.031785 0.636667
-0.388795 0.0294394 0.543333
-0.388795 0.0294394 0.543333
-0.388795 0.0294394 0.543333
-0.416744 0.0375266 0.670333
-0.416197 0.0250564 0.631
-0.427928 0.0160114 0.707333
-0.427928 0.0160114 0.707333
-0.427928 0.0160114 0.707333
-0.427928 0.0160114 0.707333
-0.427928 0.0160114 0.707333
-0.427928 0.0160114 0.707333
-0.427928 0.0160114 0.707333
-0.364399 0.0259628 0.666667
-0.377705 0.0348104 0.546
-0.377705 0.0348104 0.546
-0.362532 0.0216269 0.579
-0.393496 0.0182533 0.645333
-0.436516 0.0310526 0.570333
-0.436516 0.0310526 0.570333
-0.436516 0.0310526 0.570333
-0.436516 0.0310526 0.570333
-0.436516 0.0310526 0.570333
-0.436516 0.0310526 0.570333
-0.436516 0.0310526 0.570333
-0.436516 0.0310526 0.570333
-0.436516 0.0310526 0.570333
-0.436516 0.0310526 0.570333
-0.414742 0.0125329 0.572
-0.424336 0.0145933 0.587333
-0.421382 0.0197768 0.606333
-0.421382 0.0197768 0.606333
-0.421382 0.0197768 0.606333
-0.421382 0.0197768 0.606333
-0.416308 0.0259503 0.561
-0.416308 0.0259503 0.561
-0.416308 0.0259503 0.561
-0.416308 0.0259503 0.561
-0.437427 0.0145762 0.629667
-0.437427 0.0145762 0.629667
-0.437427 0.0145762 0.629667
-0.437427 0.0145762 0.629667
-0.437427 0.0145762 0.629667
-0.435191 0.0124076 0.691333
-0.435191 0.0124076 0.691333
-0.366098 0.0275539 0.670333
-0.366098 0.0275539 0.670333
-0.359789 0.0200713 0.627667
-0.379257 0.017634 0.625667
-0.350095 0.0151605 0.619
-0.446468 0.0117938 0.67
-0.446468 0.0117938 0.67
-0.446468 0.0117938 0.67
-0.456238 0.0127636 0.610667
-0.355458 0.0225358 0.585667
-0.355458 0.0225358 0.585667
-0.382225 0.0150299 0.576667
-0.390449 0.017391 0.588667
-0.451545 0.0179518 0.579333
-0.451545 0.0179518 0.579333
