mu sigma
0.875043 0.543537
0.875043 0.543537
0.875043 0.543537
0.875043 0.543537
0.813118 0.68965
0.756184 0.553429
0.756184 0.553429
0.756184 0.553429
0.730588 0.590534
0.730588 0.590534
0.610415 0.722382
0.610415 0.722382
0.529793 0.801291
0.383291 0.859322
0.342349 0.953055
0.342349 0.953055
0.267954 0.917298
0.244081 0.791933
0.244081 0.791933
0.25833 0.826996
0.25833 0.826996
0.280383 0.820108
0.210621 0.851833
0.348362 0.794757
0.348362 0.794757
0.348362 0.794757
0.307329 0.918445
0.307329 0.918445
0.359082 0.865296
0.307171 0.812988
0.393439 0.918494
0.393439 0.918494
0.448139 0.959296
0.448139 0.959296
0.448139 0.959296
0.448139 0.959296
0.448139 0.959296
0.448139 0.959296
0.460566 0.82019
0.603028 0.782144
0.499253 0.762099
0.499253 0.762099
0.499253 0.762099
0.625555 0.682687
0.625555 0.682687
0.625555 0.682687
0.592158 0.81855
0.711693 0.779186
0.711693 0.779186
0.777814 0.701225
0.713155 0.578614
0.713155 0.578614
0.785467 0.590896
0.758965 0.731219
0.80387 0.70089
0.821269 0.669993
0.821269 0.669993
0.821269 0.669993
0.821269 0.669993
0.821269 0.669993
0.821269 0.669993
0.821269 0.669993
0.821269 0.669993
0.821269 0.669993
0.794556 0.542516
0.794556 0.542516
0.849279 0.568699
0.849279 0.568699
0.713231 0.485539
0.755946 0.588202
0.755946 0.588202
0.755946 0.588202
0.836924 0.649869
0.859247 0.613999
0.773065 0.75726
0.775624 0.6457
0.771937 0.712917
0.710714 0.638874
0.824161 0.629958
0.824161 0.629958
0.723541 0.564183
0.723541 0.564183
0.723541 0.564183
0.743898 0.603153
0.743898 0.603153
0.78261 0.693428
0.78261 0.693428
0.699252 0.671186
0.699252 0.671186
0.732745 0.688269
0.688198 0.667793
0.688198 0.667793
0.688198 0.667793
0.64729 0.694399
0.64729 0.694399
0.64729 0.694399
0.64729 0.694399
0.602421 0.685515
0.602421 0.685515
0.535618 0.677267
