mu sigma
0.854139 0.635666
0.854139 0.635666
0.854139 0.635666
0.853714 0.607989
0.827076 0.624614
0.810106 0.625638
0.810106 0.625638
0.828439 0.651362
0.808238 0.664083
0.808238 0.664083
0.808238 0.664083
0.808238 0.664083
0.802851 0.650227
0.81127 0.640706
0.81127 0.640706
0.798045 0.621876
0.798045 0.621876
0.796279 0.604235
0.796279 0.604235
0.778941 0.598655
0.774652 0.614654
0.774652 0.614654
0.788274 0.588739
0.790994 0.60231
0.775929 0.592922
0.793044 0.617101
0.811602 0.633083
0.78133 0.627313
0.802976 0.637796
0.802976 0.637796
0.802976 0.637796
0.804248 0.647898
0.804248 0.647898
0.786073 0.662264
0.795109 0.658303
0.777949 0.661306
0.791624 0.663982
0.783907 0.633858
0.800862 0.600965
0.800862 0.600965
0.800862 0.600965
0.800862 0.600965
0.800862 0.600965
0.800862 0.600965
0.800862 0.600965
0.800862 0.600965
0.77701 0.574286
0.77701 0.574286
0.746967 0.587053
0.754236 0.568726
0.754236 0.568726
0.754236 0.568726
0.775316 0.584704
0.785384 0.595847
0.785384 0.595847
0.785433 0.576558
0.780288 0.609041
0.780288 0.609041
0.780288 0.609041
0.780288 0.609041
0.780288 0.609041
0.767314 0.630415
0.771388 0.633997
0.771388 0.633997
0.79614 0.611611
0.776719 0.602466
0.776719 0.602466
0.776719 0.602466
0.799135 0.600065
0.781176 0.604218
0.80039 0.591922
0.80039 0.591922
0.803913 0.584138
0.803913 0.584138
0.784276 0.570292
0.764055 0.571174
0.783151 0.564559
0.768984 0.558089
0.768984 0.558089
0.768984 0.558089
0.743338 0.531847
0.743338 0.531847
0.743338 0.531847
0.728363 0.530056
0.753759 0.556119
0.769115 0.544255
0.769115 0.544255
0.769115 0.544255
0.769659 0.555568
0.778496 0.53723
0.772535 0.541599
0.776296 0.546965
0.78102 0.567491
0.78102 0.567491
0.759454 0.569309
0.773723 0.591673
0.765922 0.571282
0.765922 0.571282
0.767383 0.592746
0.777632 0.621075
