mu sigma
0.768442 0.634983
0.821463 0.664418
0.779798 0.665782
0.824044 0.63434
0.846694 0.607586
0.893469 0.616637
0.865482 0.587157
0.855751 0.61426
0.87779 0.594074
0.859986 0.561968
0.859986 0.561968
0.863536 0.601502
0.864425 0.589986
0.858047 0.599447
0.858047 0.599447
0.888149 0.581362
0.831304 0.58504
0.797933 0.567383
0.797933 0.567383
0.799666 0.615097
0.799666 0.615097
0.799666 0.615097
0.799666 0.615097
0.799666 0.615097
0.799666 0.615097
0.853545 0.580223
0.800572 0.62279
0.800572 0.62279
0.767713 0.587072
0.767713 0.587072
0.770645 0.589435
0.825562 0.602829
0.825562 0.602829
0.825562 0.602829
0.846217 0.560096
0.797926 0.572467
0.797926 0.572467
0.787261 0.55406
0.787261 0.55406
0.787261 0.55406
0.787261 0.55406
0.787261 0.55406
0.787261 0.55406
0.787261 0.55406
0.819733 0.563132
0.819733 0.563132
0.819733 0.563132
0.819733 0.563132
0.794301 0.609944
0.794301 0.609944
0.826933 0.666745
0.826933 0.666745
0.826933 0.666745
0.855257 0.678609
0.855868 0.680097
0.855868 0.680097
0.861414 0.644811
0.839014 0.617142
0.849567 0.575297
0.849567 0.575297
0.849567 0.575297
0.868717 0.599677
0.868717 0.599677
0.868717 0.599677
0.848656 0.566527
0.866114 0.575003
0.886517 0.59962
0.868721 0.584533
0.838186 0.602567
0.849434 0.587018
0.876872 0.633375
0.876872 0.633375
0.876872 0.633375
0.82768 0.603957
0.779044 0.629228
0.779044 0.629228
0.779044 0.629228
0.760698 0.620074
0.796989 0.642352
0.796989 0.642352
0.770378 0.623244
0.738982 0.636865
0.732591 0.678007
0.744619 0.662042
0.724672 0.693899
0.71191 0.668081
0.71191 0.668081
0.721016 0.652406
0.696415 0.650681
0.696415 0.650681
0.696415 0.650681
0.696415 0.650681
0.696415 0.650681
0.75157 0.666864
0.763621 0.654573
0.787271 0.677122
0.787271 0.677122
0.759993 0.686887
0.801623 0.650413
0.801623 0.650413
