mu sigma
0.78269 0.620019
0.803264 0.592683
0.803264 0.592683
0.803264 0.592683
0.832296 0.607725
0.832296 0.607725
0.834491 0.589836
0.858204 0.61254
0.847012 0.587049
0.847012 0.587049
0.858297 0.569356
0.858297 0.569356
0.858297 0.569356
0.845186 0.599792
0.823587 0.624813
0.83734 0.600454
0.83734 0.600454
0.845052 0.615562
0.872069 0.611624
0.861996 0.610155
0.861996 0.610155
0.875374 0.5999
0.858767 0.61956
0.829311 0.639821
0.829311 0.639821
0.812454 0.658518
0.812454 0.658518
0.781467 0.641408
0.766563 0.619014
0.753355 0.634851
0.753355 0.634851
0.753355 0.634851
0.775535 0.641742
0.786255 0.632167
0.790474 0.599216
0.790932 0.587495
0.775015 0.618342
0.793136 0.595309
0.796315 0.564082
0.820386 0.586574
0.820386 0.586574
0.833686 0.609804
0.833686 0.609804
0.866164 0.63076
0.866164 0.63076
0.866164 0.63076
0.834839 0.611221
0.830522 0.641986
0.830522 0.641986
0.830522 0.641986
0.830522 0.641986
0.830522 0.641986
0.830522 0.641986
0.830522 0.641986
0.830522 0.641986
0.830522 0.641986
0.830522 0.641986
0.825448 0.648903
0.794622 0.625732
0.794622 0.625732
0.794622 0.625732
0.777916 0.617305
0.777916 0.617305
0.802054 0.632175
0.799429 0.623064
0.808952 0.609836
0.808952 0.609836
0.827824 0.599321
0.827824 0.599321
0.827824 0.599321
0.844836 0.628883
0.844836 0.628883
0.844836 0.628883
0.844836 0.628883
0.825093 0.627438
0.811513 0.610952
0.830257 0.615367
0.854591 0.604463
0.830092 0.580973
0.804105 0.600112
0.777892 0.620296
0.798172 0.599229
0.791062 0.604464
0.780723 0.631619
0.76944 0.628224
0.76944 0.628224
0.76944 0.628224
0.74689 0.622083
0.74689 0.622083
0.74689 0.622083
0.74689 0.622083
0.74689 0.622083
0.74689 0.622083
0.757168 0.598898
0.752108 0.626167
0.777567 0.640613
0.777567 0.640613
0.788871 0.666754
0.788871 0.666754
0.788871 0.666754
