mu sigma
0.758328 0.595198
0.811482 0.582185
0.811482 0.582185
0.811482 0.582185
0.811482 0.582185
0.838332 0.59346
0.77879 0.569977
0.77879 0.569977
0.77879 0.569977
0.785142 0.632179
0.76772 0.63604
0.76772 0.63604
0.76772 0.63604
0.76772 0.63604
0.748382 0.61056
0.780563 0.622766
0.780563 0.622766
0.780563 0.622766
0.780563 0.622766
0.802831 0.642172
0.860633 0.580299
0.860633 0.580299
0.860633 0.580299
0.796961 0.592836
0.819427 0.581826
0.819427 0.581826
0.819427 0.581826
0.767529 0.615594
0.767529 0.615594
0.767529 0.615594
0.758828 0.581371
0.723718 0.619746
0.723718 0.619746
0.768518 0.616095
0.804059 0.602263
0.812009 0.637193
0.812009 0.637193
0.771766 0.64975
0.747606 0.627563
0.747606 0.627563
0.774495 0.589553
0.774495 0.589553
0.826441 0.577378
0.826441 0.577378
0.826441 0.577378
0.864966 0.617217
0.839617 0.632084
0.839617 0.632084
0.839617 0.632084
0.781677 0.615404
0.781677 0.615404
0.781677 0.615404
0.808904 0.650115
0.758984 0.618256
0.758984 0.618256
0.740608 0.624558
0.740608 0.624558
0.743131 0.612138
0.743131 0.612138
0.725591 0.647342
0.759195 0.668424
0.745184 0.643011
0.794539 0.608878
0.778426 0.60216
0.778426 0.60216
0.778426 0.60216
0.778426 0.60216
0.795481 0.625234
0.795481 0.625234
0.795481 0.625234
0.85533 0.606174
0.85533 0.606174
0.85533 0.606174
0.811167 0.643845
0.811167 0.643845
0.811167 0.643845
0.833057 0.637907
0.833057 0.637907
0.778362 0.587018
0.778362 0.587018
0.778362 0.587018
0.753593 0.578805
0.80688 0.620077
0.799601 0.632926
0.799601 0.632926
0.835965 0.595567
0.835965 0.595567
0.871192 0.611852
0.871192 0.611852
0.833852 0.617861
0.804802 0.598136
0.75853 0.61636
0.758571 0.58203
0.758571 0.58203
0.758571 0.58203
0.772039 0.604918
0.772039 0.604918
0.802826 0.570993
0.802826 0.570993
0.760584 0.563366
