mu sigma
0.814203 0.635892
0.830437 0.632459
0.814896 0.644673
0.817413 0.63431
0.816803 0.641878
0.816803 0.641878
0.809098 0.63687
0.824208 0.631903
0.831643 0.617377
0.818739 0.617538
0.809018 0.632017
0.803569 0.647965
0.803569 0.647965
0.803569 0.647965
0.803569 0.647965
0.803569 0.647965
0.803569 0.647965
0.803569 0.647965
0.799141 0.64063
0.799141 0.64063
0.799141 0.64063
0.799556 0.641065
0.799556 0.641065
0.799556 0.641065
0.799556 0.641065
0.816771 0.625746
0.816771 0.625746
0.816771 0.625746
0.803353 0.628127
0.803353 0.628127
0.810852 0.612352
0.811024 0.614596
0.811024 0.614596
0.798779 0.622672
0.798779 0.622672
0.798779 0.622672
0.786193 0.609257
0.786193 0.609257
0.786193 0.609257
0.786193 0.609257
0.776015 0.605397
0.77288 0.608741
0.760665 0.619228
0.770145 0.619633
0.773418 0.62713
0.773418 0.62713
0.773418 0.62713
0.767217 0.630777
0.771253 0.636483
0.777803 0.648907
0.777803 0.648907
0.777803 0.648907
0.777803 0.648907
0.766065 0.646238
0.774641 0.646304
0.772359 0.650474
0.787928 0.638579
0.801964 0.634545
0.809942 0.62433
0.809942 0.62433
0.823839 0.631135
0.812356 0.624275
0.79746 0.614308
0.783168 0.620447
0.783168 0.620447
0.791542 0.613412
0.791542 0.613412
0.777265 0.59768
0.791622 0.592227
0.781665 0.606501
0.791846 0.617263
0.791846 0.617263
0.780068 0.605471
0.780475 0.613435
0.780475 0.613435
0.780475 0.613435
0.780475 0.613435
0.792934 0.601814
0.782467 0.597666
0.794401 0.612818
0.788594 0.615542
0.805578 0.610594
0.805578 0.610594
0.805578 0.610594
0.805578 0.610594
0.805578 0.610594
0.796929 0.610726
0.806065 0.626262
0.806065 0.626262
0.806065 0.626262
0.806065 0.626262
0.802418 0.624937
0.802418 0.624937
0.802418 0.624937
0.802418 0.624937
0.802418 0.624937
0.802418 0.624937
0.802418 0.624937
0.815413 0.613965
0.822041 0.60856
