mu sigma
0.624925 1.05669
0.626475 1.12267
0.626475 1.12267
0.468523 0.914
0.577719 0.926232
0.594224 0.961032
0.629778 0.974213
0.659629 0.894561
0.707627 0.73502
0.666558 0.523638
0.666558 0.523638
0.57992 0.614863
0.57992 0.614863
0.551341 0.479181
0.551341 0.479181
0.551341 0.479181
0.551341 0.479181
0.562945 0.662295
0.358374 0.873255
0.358374 0.873255
0.226819 1.00957
0.0640609 0.838817
0.0640609 0.838817
0.0640609 0.838817
0.31054 0.926176
0.31054 0.926176
0.31054 0.926176
0.364499 1.05555
0.364499 1.05555
0.364499 1.05555
0.450657 0.964071
0.328304 0.999204
0.414684 0.874476
0.414684 0.874476
0.525893 0.865467
0.535251 0.75993
0.515252 0.719933
0.515252 0.719933
0.681362 0.944281
0.681362 0.944281
0.528415 1.0587
0.528415 1.0587
0.528415 1.0587
0.528415 1.0587
0.694599 1.12359
0.694599 1.12359
0.694599 1.12359
0.768763 0.955192
0.768763 0.955192
0.895965 0.787002
0.898356 0.611337
0.898356 0.611337
0.898356 0.611337
0.752774 0.716354
0.698866 0.909947
0.698866 0.909947
0.698866 0.909947
0.576243 0.861633
0.576243 0.861633
0.665589 0.78206
0.665589 0.78206
0.665589 0.78206
0.75528 0.550335
0.75528 0.550335
0.732015 0.595607
0.732015 0.595607
0.732015 0.595607
0.682394 0.695044
0.682394 0.695044
0.781633 0.753834
0.781633 0.753834
0.701266 0.560761
0.701266 0.560761
0.812975 0.600124
0.812975 0.600124
0.795141 0.547818
0.633619 0.735721
0.536153 0.923433
0.533086 0.828512
0.489271 0.738955
0.445381 0.927897
0.445381 0.927897
0.445381 0.927897
0.602279 0.740096
0.602279 0.740096
0.654004 0.61955
0.654004 0.61955
0.696516 0.503308
0.696516 0.503308
0.595364 0.650613
0.595364 0.650613
0.616604 0.709618
0.461743 0.757367
0.671688 0.701106
0.495358 0.742397
0.380931 0.861471
0.380931 0.861471
0.380931 0.861471
0.544803 1.01143
0.592011 0.989724
