mu sigma
0.754813 0.693672
0.754813 0.693672
0.754813 0.693672
0.754813 0.693672
0.754813 0.693672
0.754813 0.693672
0.807132 0.747523
0.764412 0.748016
0.755308 0.742064
0.774994 0.704319
0.740143 0.733339
0.771127 0.726772
0.771127 0.726772
0.771127 0.726772
0.771127 0.726772
0.771127 0.726772
0.762146 0.72421
0.779194 0.707409
0.779194 0.707409
0.821691 0.662227
0.821691 0.662227
0.821691 0.662227
0.821691 0.662227
0.783322 0.70871
0.832536 0.714185
0.832536 0.714185
0.840929 0.67485
0.825851 0.695408
0.871911 0.681059
0.824186 0.658684
0.824186 0.658684
0.824186 0.658684
0.821085 0.662417
0.821085 0.662417
0.813977 0.647315
0.863339 0.624789
0.863339 0.624789
0.863339 0.624789
0.839522 0.60144
0.795526 0.584475
0.822708 0.621257
0.808495 0.595309
0.842107 0.60761
0.804182 0.603236
0.811745 0.621005
0.811745 0.621005
0.811745 0.621005
0.811745 0.621005
0.781441 0.61072
0.811939 0.557793
0.843456 0.597629
0.814637 0.626751
0.814637 0.626751
0.81572 0.599639
0.862422 0.643328
0.862422 0.643328
0.862422 0.643328
0.861337 0.609612
0.840689 0.58309
0.802802 0.531316
0.817554 0.540692
0.817695 0.572322
0.817695 0.572322
0.779413 0.557538
0.779413 0.557538
0.780453 0.556461
0.780453 0.556461
0.768655 0.600364
0.738649 0.609582
0.738649 0.609582
0.73885 0.602677
0.73885 0.602677
0.760721 0.574174
0.760721 0.574174
0.76233 0.586776
0.809579 0.577696
0.792403 0.520558
0.782088 0.544736
0.782088 0.544736
0.807799 0.524508
0.808498 0.543632
0.83581 0.543044
0.83581 0.543044
0.856519 0.527648
0.856519 0.527648
0.804743 0.567186
0.804743 0.567186
0.756785 0.623381
0.751047 0.601675
0.752339 0.661038
0.812101 0.643143
0.798579 0.619459
0.745839 0.63395
0.729544 0.629054
0.780956 0.586584
0.780956 0.586584
0.815344 0.565611
0.880881 0.599703
0.821591 0.60443
0.777684 0.597149
