Energy Error Acceptance
-0.269392 0.0374003 0.479
-0.269392 0.0374003 0.479
-0.269392 0.0374003 0.479
-0.269392 0.0374003 0.479
-0.269392 0.0374003 0.479
-0.25064 0.022096 0.644667
-0.250437 0.0235826 0.510667
-0.283811 0.0319598 0.572667
-0.295788 0.030088 0.715333
-0.295788 0.030088 0.715333
-0.295788 0.030088 0.715333
-0.295788 0.030088 0.715333
-0.295788 0.030088 0.715333
-0.295788 0.030088 0.715333
-0.295788 0.030088 0.715333
-0.295788 0.030088 0.715333
-0.307345 0.0268488 0.570667
-0.336988 0.045474 0.536333
-0.336988 0.045474 0.536333
-0.334099 0.0377848 0.549333
0.0803331 0.107831 0.494667
-0.249557 0.030699 0.622667
-0.249557 0.030699 0.622667
-0.249557 0.030699 0.622667
-0.249557 0.030699 0.622667
-0.249557 0.030699 0.622667
-0.398894 0.0216415 0.591333
-0.444436 0.0149011 0.595333
-0.444436 0.0149011 0.595333
-0.411138 0.0209039 0.546333
-0.388092 0.0211387 0.557333
-0.3853 0.0203693 0.616667
-0.3853 0.0203693 0.616667
-0.272119 0.0377523 0.595333
-0.409274 0.0270051 0.631333
-0.409274 0.0270051 0.631333
-0.384788 0.0347628 0.588333
-0.386563 0.0227637 0.614
-0.308332 0.0265531 0.609
-0.462615 0.0153123 0.582
-0.462615 0.0153123 0.582
-0.433192 0.0161601 0.563333
-0.433192 0.0161601 0.563333
-0.433192 0.0161601 0.563333
-0.352801 0.03665 0.561333
-0.427553 0.0142577 0.529667
-0.427553 0.0142577 0.529667
-0.427553 0.0142577 0.529667
-0.427553 0.0142577 0.529667
-0.427553 0.0142577 0.529667
-0.363405 0.0267093 0.621333
-0.410197 0.0204734 0.587667
-0.410197 0.0204734 0.587667
-0.410197 0.0204734 0.587667
-0.410197 0.0204734 0.587667
-0.410197 0.0204734 0.587667
-0.160061 0.0248476 0.646667
-0.410074 0.0184175 0.586667
-0.16799 0.0683208 0.600333
-0.293252 0.0240714 0.546333
-0.293252 0.0240714 0.546333
-0.269324 0.0225342 0.585
-0.221713 0.0237753 0.521
-0.397099 0.0149629 0.621333
-0.397099 0.0149629 0.621333
-0.330156 0.0202394 0.546
-0.330156 0.0202394 0.546
-0.426343 0.0148254 0.541667
-0.426343 0.0148254 0.541667
-0.426343 0.0148254 0.541667
-0.426343 0.0148254 0.541667
-0.426343 0.0148254 0.541667
-0.426343 0.0148254 0.541667
-0.426343 0.0148254 0.541667
-0.426343 0.0148254 0.541667
-0.426343 0.0148254 0.541667
-0.453032 0.0125215 0.696
-0.439125 0.0162724 0.578667
-0.439125 0.0162724 0.578667
-0.439125 0.0162724 0.578667
-0.439125 0.0162724 0.578667
-0.241737 0.0286421 0.596
-0.241737 0.0286421 0.596
-0.325017 0.0167945 0.563667
-0.350688 0.0247877 0.565667
-0.350688 0.0247877 0.565667
-0.414875 0.0271112 0.601
-0.414875 0.0271112 0.601
-0.414875 0.0271112 0.601
-0.352268 0.018024 0.649
-0.352268 0.018024 0.649
-0.352268 0.018024 0.649
-0.352268 0.018024 0.649
-0.352268 0.018024 0.649
-0.352268 0.018024 0.649
-0.358709 0.0175959 0.568
-0.428713 0.012068 0.612333
-0.337648 0.0350723 0.641
-0.337648 0.0350723 0.641
-0.387282 0.0180293 0.622667
