mu sigma
0.832513 0.615915
0.832513 0.615915
0.841726 0.634457
0.841726 0.634457
0.841726 0.634457
0.841726 0.634457
0.823631 0.630908
0.806774 0.636737
0.824529 0.634462
0.845284 0.638895
0.845284 0.638895
0.845284 0.638895
0.845284 0.638895
0.845284 0.638895
0.845284 0.638895
0.845284 0.638895
0.845284 0.638895
0.823868 0.662332
0.841107 0.667378
0.841107 0.667378
0.828255 0.652831
0.824559 0.656699
0.827591 0.637302
0.827591 0.637302
0.827591 0.637302
0.827591 0.637302
0.827591 0.637302
0.827591 0.637302
0.827591 0.637302
0.827591 0.637302
0.827591 0.637302
0.827591 0.637302
0.827591 0.637302
0.827591 0.637302
0.827591 0.637302
0.827591 0.637302
0.827591 0.637302
0.82747 0.650318
0.834001 0.643408
0.837658 0.662371
0.837658 0.662371
0.837658 0.662371
0.837658 0.662371
0.837658 0.662371
0.837431 0.655803
0.851639 0.649809
0.851639 0.649809
0.851639 0.649809
0.851639 0.649809
0.851639 0.649809
0.851639 0.649809
0.85905 0.655202
0.85422 0.651649
0.85422 0.651649
0.842707 0.659225
0.842707 0.659225
0.842707 0.659225
0.842707 0.659225
0.842707 0.659225
0.842707 0.659225
0.828978 0.654314
0.828978 0.654314
0.828978 0.654314
0.828978 0.654314
0.828978 0.654314
0.827556 0.645487
0.820044 0.646525
0.820044 0.646525
0.820044 0.646525
0.820044 0.646525
0.820044 0.646525
0.820044 0.646525
0.820044 0.646525
0.820044 0.646525
0.820044 0.646525
0.820044 0.646525
0.820044 0.646525
0.813244 0.64306
0.825339 0.632306
0.83221 0.626908
0.83221 0.626908
0.834413 0.618501
0.834413 0.618501
0.834413 0.618501
0.834413 0.618501
0.834413 0.618501
0.824005 0.627423
0.814597 0.633099
0.814597 0.633099
0.815858 0.625923
0.815858 0.625923
0.82188 0.615566
0.82188 0.615566
0.820624 0.608355
0.828528 0.606516
0.82422 0.605701
0.816969 0.598671
0.816969 0.598671
0.826324 0.605037
0.821037 0.596245
