mu sigma
0.486782 1.00569
0.605489 0.920954
0.605489 0.920954
0.715092 0.829203
0.647084 0.817362
0.590313 0.715411
0.590313 0.715411
0.649491 0.647663
0.710626 0.64191
0.72634 0.741315
0.705662 0.629857
0.705662 0.629857
0.757631 0.674958
0.757631 0.674958
0.801427 0.632975
0.697409 0.704468
0.642689 0.690557
0.642689 0.690557
0.648503 0.727201
0.581636 0.854554
0.525903 0.93156
0.525903 0.93156
0.525903 0.93156
0.525903 0.93156
0.525903 0.93156
0.537251 0.867159
0.537251 0.867159
0.615955 0.76157
0.499904 0.742221
0.569908 0.875126
0.569908 0.875126
0.66719 0.83237
0.736377 0.83972
0.72674 0.779477
0.625115 0.657925
0.573117 0.697764
0.588666 0.647743
0.678535 0.684719
0.678535 0.684719
0.798361 0.625579
0.798361 0.625579
0.798361 0.625579
0.851728 0.758964
0.851728 0.758964
0.851728 0.758964
0.912568 0.643013
0.912568 0.643013
0.912568 0.643013
0.912568 0.643013
0.835592 0.599058
0.835592 0.599058
0.90416 0.627893
0.90416 0.627893
0.90416 0.627893
0.81429 0.589586
0.812065 0.678688
0.821306 0.758221
0.821306 0.758221
0.821306 0.758221
0.821306 0.758221
0.821306 0.758221
0.856826 0.672144
0.818397 0.703907
0.818397 0.703907
0.818397 0.703907
0.818397 0.703907
0.740036 0.656726
0.754766 0.58081
0.640745 0.56425
0.640745 0.56425
0.640745 0.56425
0.735869 0.563785
0.735869 0.563785
0.694953 0.589699
0.694953 0.589699
0.631804 0.668752
0.653272 0.573063
0.700547 0.513508
0.652978 0.538201
0.74649 0.523423
0.74649 0.523423
0.74649 0.523423
0.645069 0.538307
0.645069 0.538307
0.654454 0.597502
0.654454 0.597502
0.739811 0.523459
0.853558 0.626077
0.837581 0.624207
0.837581 0.624207
0.837581 0.624207
0.837581 0.624207
0.770324 0.642688
0.770324 0.642688
0.79859 0.69486
0.79859 0.69486
0.79859 0.69486
0.775856 0.637073
0.775856 0.637073
0.701628 0.729889
