mu sigma
0.801092 0.653344
0.803137 0.633311
0.781816 0.615737
0.799386 0.62439
0.81489 0.610789
0.793841 0.594293
0.794179 0.619302
0.794179 0.619302
0.794179 0.619302
0.775194 0.617904
0.775194 0.617904
0.796563 0.619354
0.774081 0.603394
0.761382 0.613114
0.782082 0.618419
0.782082 0.618419
0.805268 0.609434
0.809471 0.610038
0.809471 0.610038
0.829342 0.638444
0.829342 0.638444
0.802715 0.636724
0.798966 0.645007
0.807152 0.625357
0.787167 0.642496
0.777899 0.6336
0.777899 0.6336
0.80382 0.641597
0.826122 0.625148
0.822746 0.654947
0.822746 0.654947
0.822746 0.654947
0.822746 0.654947
0.846474 0.647563
0.846474 0.647563
0.827543 0.621302
0.827543 0.621302
0.823222 0.608446
0.823612 0.592881
0.845189 0.588661
0.845189 0.588661
0.845189 0.588661
0.814202 0.612995
0.806313 0.581314
0.806313 0.581314
0.803474 0.594806
0.803474 0.594806
0.824154 0.567249
0.824154 0.567249
0.841001 0.577571
0.844769 0.575877
0.824344 0.591814
0.824344 0.591814
0.823357 0.613508
0.823357 0.613508
0.823357 0.613508
0.80337 0.591989
0.820597 0.619478
0.820597 0.619478
0.847611 0.639826
0.847611 0.639826
0.847611 0.639826
0.871154 0.63893
0.871154 0.63893
0.843716 0.609179
0.843716 0.609179
0.838863 0.626379
0.838863 0.626379
0.836109 0.650532
0.806694 0.646994
0.786955 0.642048
0.779317 0.66377
0.779317 0.66377
0.779317 0.66377
0.782223 0.631776
0.79387 0.604701
0.802155 0.626377
0.773428 0.627573
0.769699 0.639406
0.771768 0.618891
0.771768 0.618891
0.744669 0.645995
0.744669 0.645995
0.744669 0.645995
0.747539 0.616563
0.745581 0.602513
0.753526 0.604852
0.773352 0.598878
0.773352 0.598878
0.781387 0.630503
0.781387 0.630503
0.781387 0.630503
0.781387 0.630503
0.781387 0.630503
0.781387 0.630503
0.805886 0.628795
0.805886 0.628795
0.805886 0.628795
0.775908 0.622828
0.768175 0.611755
