mu sigma
0.863555 0.568613
0.879916 0.569879
0.845576 0.559134
0.845576 0.559134
0.845576 0.559134
0.818325 0.543218
0.818325 0.543218
0.79722 0.566586
0.79722 0.566586
0.784955 0.568242
0.803776 0.560524
0.80703 0.588956
0.821581 0.615423
0.821581 0.615423
0.808163 0.633899
0.794377 0.651528
0.800454 0.65855
0.817045 0.66713
0.845171 0.649246
0.845171 0.649246
0.828468 0.645991
0.823105 0.633079
0.817718 0.605424
0.822659 0.595155
0.822659 0.595155
0.822659 0.595155
0.798055 0.627284
0.766131 0.618128
0.783808 0.611698
0.783808 0.611698
0.801689 0.613164
0.801689 0.613164
0.801689 0.613164
0.801689 0.613164
0.83136 0.586938
0.823604 0.619469
0.835889 0.635115
0.835889 0.635115
0.810993 0.662649
0.795718 0.643998
0.795718 0.643998
0.78208 0.65261
0.762079 0.668738
0.755366 0.666677
0.755366 0.666677
0.755366 0.666677
0.755366 0.666677
0.755366 0.666677
0.749354 0.656274
0.771085 0.669493
0.802438 0.650087
0.769149 0.631107
0.769149 0.631107
0.785348 0.625047
0.785348 0.625047
0.800693 0.614934
0.800693 0.614934
0.800693 0.614934
0.800693 0.614934
0.800693 0.614934
0.800693 0.614934
0.77463 0.602478
0.789464 0.608943
0.774278 0.601465
0.743178 0.615134
0.743178 0.615134
0.756536 0.627524
0.737828 0.604725
0.763402 0.630167
0.786813 0.643603
0.804011 0.610643
0.804011 0.610643
0.811577 0.645517
0.810221 0.610703
0.810221 0.610703
0.810221 0.610703
0.787012 0.621732
0.792719 0.623857
0.792719 0.623857
0.796415 0.593074
0.796415 0.593074
0.798491 0.571546
0.770579 0.604578
0.764637 0.618908
0.734196 0.58798
0.736676 0.587505
0.736676 0.587505
0.730095 0.566192
0.730095 0.566192
0.765734 0.579079
0.741555 0.61044
0.718807 0.599814
0.6955 0.583519
0.6955 0.583519
0.702032 0.561916
0.702032 0.561916
0.702032 0.561916
0.722967 0.536531
0.722967 0.536531
0.707139 0.568651
