Energy Error Acceptance
-0.41952 0.00861855 0.628
-0.41952 0.00861855 0.628
-0.41563 0.00770148 0.630333
-0.41563 0.00770148 0.630333
-0.439301 0.00855131 0.597733
-0.439301 0.00855131 0.597733
-0.434968 0.0079563 0.542467
-0.434968 0.0079563 0.542467
-0.434968 0.0079563 0.542467
-0.434968 0.0079563 0.542467
-0.434968 0.0079563 0.542467
-0.434968 0.0079563 0.542467
-0.434968 0.0079563 0.542467
-0.434968 0.0079563 0.542467
-0.434968 0.0079563 0.542467
-0.434968 0.0079563 0.542467
-0.434968 0.0079563 0.542467
-0.434968 0.0079563 0.542467
-0.434968 0.0079563 0.542467
-0.453514 0.00466852 0.563933
-0.453514 0.00466852 0.563933
-0.453514 0.00466852 0.563933
-0.453514 0.00466852 0.563933
-0.453514 0.00466852 0.563933
-0.453514 0.00466852 0.563933
-0.453514 0.00466852 0.563933
-0.453514 0.00466852 0.563933
-0.453514 0.00466852 0.563933
-0.4399 0.00519457 0.5922
-0.429437 0.00688208 0.6004
-0.429437 0.00688208 0.6004
-0.429437 0.00688208 0.6004
-0.437524 0.00581505 0.686933
-0.434698 0.00642665 0.661333
-0.434698 0.00642665 0.661333
-0.441962 0.0059503 0.6738
-0.441962 0.0059503 0.6738
-0.438531 0.00556508 0.6542
-0.420984 0.00891296 0.641533
-0.420984 0.00891296 0.641533
-0.44597 0.00696695 0.604333
-0.439529 0.0048151 0.527
-0.439529 0.0048151 0.527
-0.446433 0.00603781 0.641733
-0.441651 0.00658052 0.6716
-0.441651 0.00658052 0.6716
-0.442105 0.00634986 0.634467
-0.441974 0.00645101 0.656
-0.433419 0.00554098 0.666733
-0.442927 0.00646468 0.593667
-0.434837 0.00855661 0.595
-0.455149 0.00635168 0.6384
-0.455149 0.00635168 0.6384
-0.455149 0.00635168 0.6384
-0.431797 0.0082654 0.5666
-0.438746 0.0104533 0.596067
-0.437174 0.00702853 0.576067
-0.453188 0.00552465 0.667533
-0.453188 0.00552465 0.667533
-0.453188 0.00552465 0.667533
-0.453888 0.00534952 0.608933
-0.453888 0.00534952 0.608933
-0.453888 0.00534952 0.608933
-0.453888 0.00534952 0.608933
-0.453888 0.00534952 0.608933
-0.453888 0.00534952 0.608933
-0.44108 0.00647252 0.560667
-0.44108 0.00647252 0.560667
-0.44414 0.00743088 0.611933
-0.44414 0.00743088 0.611933
-0.434738 0.00727608 0.595467
-0.435559 0.00614586 0.6682
-0.435559 0.00614586 0.6682
-0.437799 0.00778299 0.5676
-0.443079 0.00648445 0.563867
-0.427966 0.00772656 0.632467
-0.438998 0.00927132 0.5096
-0.438998 0.00927132 0.5096
-0.428944 0.00805515 0.6674
-0.436806 0.00677703 0.637533
-0.436806 0.00677703 0.637533
-0.436661 0.00849109 0.695333
-0.436661 0.00849109 0.695333
-0.434196 0.00844142 0.531933
-0.434196 0.00844142 0.531933
-0.401531 0.0154552 0.563867
-0.436849 0.00917253 0.565267
-0.457246 0.00525667 0.667733
-0.457246 0.00525667 0.667733
-0.457246 0.00525667 0.667733
-0.422529 0.00880797 0.6578
-0.426117 0.00622856 0.692533
-0.4191 0.0063555 0.558267
-0.416612 0.00663833 0.5258
-0.437622 0.00570358 0.554267
-0.447273 0.00563703 0.5856
-0.447273 0.00563703 0.5856
-0.447273 0.00563703 0.5856
-0.449097 0.00502789 0.676533
-0.449097 0.00502789 0.676533
