#   N_BLOCK:  ACCEPTANCE:
             1  2.912240e-01
             2  2.895440e-01
             3  2.914418e-01
             4  2.915257e-01
             5  2.917267e-01
             6  2.918891e-01
             7  2.919604e-01
             8  2.920895e-01
             9  2.920132e-01
            10  2.922143e-01
            11  2.924692e-01
            12  2.924038e-01
            13  2.923098e-01
            14  2.920491e-01
            15  2.920078e-01
            16  2.920543e-01
            17  2.918431e-01
            18  2.919091e-01
            19  2.917729e-01
            20  2.917152e-01
            21  2.917833e-01
            22  2.917298e-01
            23  2.917424e-01
            24  2.917753e-01
            25  2.916725e-01
            26  2.917393e-01
            27  2.918615e-01
            28  2.917948e-01
            29  2.917331e-01
            30  2.919028e-01
            31  2.918501e-01
            32  2.919006e-01
            33  2.917863e-01
            34  2.917607e-01
            35  2.916955e-01
            36  2.917794e-01
            37  2.917009e-01
            38  2.917045e-01
            39  2.916723e-01
            40  2.916357e-01
            41  2.916638e-01
            42  2.916602e-01
            43  2.916445e-01
            44  2.916220e-01
            45  2.915910e-01
            46  2.916189e-01
            47  2.916258e-01
            48  2.916698e-01
            49  2.916791e-01
            50  2.917020e-01
            51  2.916602e-01
            52  2.917060e-01
            53  2.917046e-01
            54  2.917118e-01
            55  2.917425e-01
            56  2.916871e-01
            57  2.917442e-01
            58  2.917586e-01
            59  2.917902e-01
            60  2.917513e-01
            61  2.917629e-01
            62  2.917886e-01
            63  2.917746e-01
            64  2.918251e-01
            65  2.918381e-01
            66  2.917917e-01
            67  2.917521e-01
            68  2.917824e-01
            69  2.917772e-01
            70  2.918041e-01
            71  2.918001e-01
            72  2.917961e-01
            73  2.917338e-01
            74  2.917342e-01
            75  2.917446e-01
            76  2.917349e-01
            77  2.917515e-01
            78  2.918015e-01
            79  2.918046e-01
            80  2.918245e-01
            81  2.918312e-01
            82  2.918289e-01
            83  2.918337e-01
            84  2.918397e-01
            85  2.918377e-01
            86  2.918084e-01
            87  2.918458e-01
            88  2.918547e-01
            89  2.918625e-01
            90  2.918694e-01
            91  2.918754e-01
            92  2.918654e-01
            93  2.918711e-01
            94  2.918554e-01
            95  2.918430e-01
            96  2.918609e-01
            97  2.918477e-01
            98  2.918672e-01
            99  2.918697e-01
           100  2.918552e-01
