#     BLOCK:   ACTUAL_CV:    CV_AVE:      ERROR:
             1  3.986650e-01  3.986650e-01  0.000000e+00
             2  3.886023e-01  3.936337e-01  3.557689e-03
             3  3.899619e-01  3.924097e-01  2.573728e-03
             4  3.844769e-01  3.904265e-01  2.583768e-03
             5  3.868552e-01  3.897123e-01  2.163493e-03
             6  3.959621e-01  3.907539e-01  2.038299e-03
             7  3.871478e-01  3.902388e-01  1.811044e-03
             8  3.995048e-01  3.913970e-01  1.919641e-03
             9  3.863560e-01  3.908369e-01  1.786194e-03
            10  3.781703e-01  3.895702e-01  2.007058e-03
            11  3.837653e-01  3.890425e-01  1.892704e-03
            12  3.935815e-01  3.894208e-01  1.772372e-03
            13  3.733408e-01  3.881839e-01  2.022100e-03
            14  3.867980e-01  3.880849e-01  1.880086e-03
            15  3.870216e-01  3.880140e-01  1.756083e-03
            16  3.761275e-01  3.872711e-01  1.796610e-03
            17  3.768709e-01  3.866593e-01  1.792062e-03
            18  4.017730e-01  3.874990e-01  1.878940e-03
            19  3.925708e-01  3.877659e-01  1.798910e-03
            20  3.792321e-01  3.873392e-01  1.758841e-03
            21  3.845021e-01  3.872041e-01  1.680267e-03
            22  3.808675e-01  3.869161e-01  1.628390e-03
            23  3.854577e-01  3.868527e-01  1.558825e-03
            24  3.992348e-01  3.873686e-01  1.576942e-03
            25  3.965177e-01  3.877346e-01  1.555750e-03
            26  3.852366e-01  3.876385e-01  1.498877e-03
            27  3.894054e-01  3.877039e-01  1.444791e-03
            28  3.993720e-01  3.881206e-01  1.452045e-03
            29  3.935796e-01  3.883089e-01  1.414123e-03
            30  3.972790e-01  3.886079e-01  1.398240e-03
            31  3.827485e-01  3.884189e-01  1.365851e-03
            32  3.693115e-01  3.878218e-01  1.447814e-03
            33  3.764687e-01  3.874777e-01  1.444238e-03
            34  3.891300e-01  3.875263e-01  1.402578e-03
            35  3.970763e-01  3.877992e-01  1.388791e-03
            36  3.837155e-01  3.876858e-01  1.354838e-03
            37  3.887940e-01  3.877157e-01  1.318552e-03
            38  3.873181e-01  3.877052e-01  1.283895e-03
            39  3.882645e-01  3.877196e-01  1.251055e-03
            40  3.797324e-01  3.875199e-01  1.235611e-03
            41  3.935872e-01  3.876679e-01  1.214303e-03
            42  3.872186e-01  3.876572e-01  1.185438e-03
            43  3.867345e-01  3.876357e-01  1.158064e-03
            44  3.832291e-01  3.875356e-01  1.136067e-03
            45  3.818338e-01  3.874089e-01  1.117865e-03
            46  3.828334e-01  3.873094e-01  1.097980e-03
            47  3.934993e-01  3.874411e-01  1.082488e-03
            48  3.959507e-01  3.876184e-01  1.074355e-03
            49  3.812714e-01  3.874889e-01  1.060209e-03
            50  3.901976e-01  3.875430e-01  1.040388e-03
            51  3.888311e-01  3.875683e-01  1.020295e-03
            52  3.888604e-01  3.875931e-01  1.000977e-03
            53  3.759974e-01  3.873743e-01  1.005717e-03
            54  3.931245e-01  3.874808e-01  9.927137e-04
            55  3.874213e-01  3.874797e-01  9.746650e-04
            56  3.947793e-01  3.876101e-01  9.659372e-04
            57  3.864930e-01  3.875905e-01  9.491898e-04
            58  3.880550e-01  3.875985e-01  9.328582e-04
            59  3.904512e-01  3.876469e-01  9.182992e-04
            60  3.913339e-01  3.877083e-01  9.050479e-04
            61  3.869195e-01  3.876954e-01  8.903034e-04
            62  3.919632e-01  3.877642e-01  8.786008e-04
            63  3.905799e-01  3.878089e-01  8.657908e-04
            64  3.844501e-01  3.877564e-01  8.538519e-04
            65  3.868799e-01  3.877429e-01  8.408222e-04
            66  3.977769e-01  3.878950e-01  8.417147e-04
            67  3.815038e-01  3.877996e-01  8.345394e-04
            68  3.864830e-01  3.877802e-01  8.224914e-04
            69  3.707274e-01  3.875331e-01  8.468883e-04
            70  3.844507e-01  3.874890e-01  8.359339e-04
            71  3.979533e-01  3.876364e-01  8.370521e-04
            72  3.904541e-01  3.876756e-01  8.263408e-04
            73  3.996670e-01  3.878398e-01  8.311878e-04
            74  3.807473e-01  3.877440e-01  8.254630e-04
            75  3.816040e-01  3.876621e-01  8.185063e-04
            76  3.968086e-01  3.877825e-01  8.165362e-04
            77  3.873594e-01  3.877770e-01  8.059503e-04
            78  3.838603e-01  3.877268e-01  7.971803e-04
            79  3.882605e-01  3.877335e-01  7.871181e-04
            80  4.024473e-01  3.879174e-01  7.984783e-04
            81  3.887932e-01  3.879282e-01  7.886937e-04
            82  3.955860e-01  3.880216e-01  7.845848e-04
            83  3.880528e-01  3.880220e-01  7.751321e-04
            84  3.851035e-01  3.879873e-01  7.666826e-04
            85  3.809306e-01  3.879042e-01  7.621445e-04
            86  3.862461e-01  3.878850e-01  7.535262e-04
            87  3.867502e-01  3.878719e-01  7.449778e-04
            88  3.913795e-01  3.879118e-01  7.375777e-04
            89  3.874730e-01  3.879068e-01  7.293068e-04
            90  3.864518e-01  3.878907e-01  7.213826e-04
            91  3.903795e-01  3.879180e-01  7.139735e-04
            92  3.761623e-01  3.877903e-01  7.175562e-04
            93  3.935680e-01  3.878524e-01  7.125249e-04
            94  3.948947e-01  3.879273e-01  7.088726e-04
            95  3.897474e-01  3.879465e-01  7.016697e-04
            96  3.828135e-01  3.878930e-01  6.963948e-04
            97  3.949549e-01  3.879658e-01  6.930105e-04
            98  3.966504e-01  3.880544e-01  6.915818e-04
            99  3.793205e-01  3.879662e-01  6.902002e-04
           100  3.866717e-01  3.879532e-01  6.834196e-04
