#   N_BLOCK:  ACCEPTANCE:
             1  5.780800e-02
             2  5.534267e-02
             3  5.597422e-02
             4  5.861000e-02
             5  6.050400e-02
             6  5.945867e-02
             7  5.894724e-02
             8  5.827433e-02
             9  5.828859e-02
            10  5.775107e-02
            11  5.776945e-02
            12  5.746722e-02
            13  5.716656e-02
            14  5.735724e-02
            15  5.721724e-02
            16  5.722625e-02
            17  5.698078e-02
            18  5.715941e-02
            19  5.731768e-02
            20  5.743607e-02
            21  5.689105e-02
            22  5.654788e-02
            23  5.656012e-02
            24  5.678483e-02
            25  5.667179e-02
            26  5.655641e-02
            27  5.649072e-02
            28  5.623986e-02
            29  5.631871e-02
            30  5.623413e-02
            31  5.627084e-02
            32  5.615750e-02
            33  5.631665e-02
            34  5.623118e-02
            35  5.629093e-02
            36  5.639452e-02
            37  5.630659e-02
            38  5.631302e-02
            39  5.641983e-02
            40  5.644510e-02
            41  5.665311e-02
            42  5.672883e-02
            43  5.678059e-02
            44  5.679433e-02
            45  5.682513e-02
            46  5.669212e-02
            47  5.652386e-02
            48  5.661850e-02
            49  5.657461e-02
            50  5.643693e-02
            51  5.631558e-02
            52  5.636636e-02
            53  5.639039e-02
            54  5.642914e-02
            55  5.642926e-02
            56  5.654524e-02
            57  5.654302e-02
            58  5.643605e-02
            59  5.643128e-02
            60  5.636227e-02
            61  5.625889e-02
            62  5.632159e-02
            63  5.631710e-02
            64  5.634340e-02
            65  5.638747e-02
            66  5.653297e-02
            67  5.655296e-02
            68  5.655125e-02
            69  5.646694e-02
            70  5.639482e-02
            71  5.643050e-02
            72  5.642565e-02
            73  5.641282e-02
            74  5.639418e-02
            75  5.630466e-02
            76  5.633811e-02
            77  5.633195e-02
            78  5.638277e-02
            79  5.624650e-02
            80  5.633027e-02
            81  5.627694e-02
            82  5.629356e-02
            83  5.623454e-02
            84  5.625721e-02
            85  5.621029e-02
            86  5.620003e-02
            87  5.617603e-02
            88  5.619991e-02
            89  5.621675e-02
            90  5.623119e-02
            91  5.623619e-02
            92  5.621464e-02
            93  5.619038e-02
            94  5.614807e-02
            95  5.605288e-02
            96  5.604397e-02
            97  5.608489e-02
            98  5.601856e-02
            99  5.603476e-02
           100  5.599859e-02
