# DISTANCE:     AVE_GOFR:        ERROR:
  3.231652e-02  0.000000e+00  0.000000e+00
  9.694956e-02  0.000000e+00  0.000000e+00
  1.615826e-01  0.000000e+00  0.000000e+00
  2.262156e-01  0.000000e+00  0.000000e+00
  2.908487e-01  0.000000e+00  0.000000e+00
  3.554817e-01  0.000000e+00  0.000000e+00
  4.201148e-01  0.000000e+00  0.000000e+00
  4.847478e-01  0.000000e+00  0.000000e+00
  5.493808e-01  0.000000e+00  0.000000e+00
  6.140139e-01  0.000000e+00  0.000000e+00
  6.786469e-01  0.000000e+00  0.000000e+00
  7.432800e-01  0.000000e+00  0.000000e+00
  8.079130e-01  0.000000e+00  0.000000e+00
  8.725460e-01  1.194790e-03  2.404055e-04
  9.371791e-01  1.598450e-01  3.868090e-03
  1.001812e+00  1.091766e+00  1.411359e-02
  1.066445e+00  2.015044e+00  2.640001e-02
  1.131078e+00  2.271946e+00  3.365267e-02
  1.195711e+00  2.075961e+00  2.893936e-02
  1.260344e+00  1.816351e+00  2.231451e-02
  1.324977e+00  1.613871e+00  1.796701e-02
  1.389610e+00  1.474028e+00  1.665019e-02
  1.454243e+00  1.346949e+00  1.444512e-02
  1.518876e+00  1.262068e+00  1.396798e-02
  1.583509e+00  1.206381e+00  1.402083e-02
  1.648143e+00  1.151833e+00  1.252574e-02
  1.712776e+00  1.108852e+00  1.174540e-02
  1.777409e+00  1.086349e+00  1.143595e-02
  1.842042e+00  1.063531e+00  1.074691e-02
  1.906675e+00  1.070205e+00  1.119198e-02
  1.971308e+00  1.054890e+00  1.035222e-02
  2.035941e+00  1.055018e+00  9.910103e-03
  2.100574e+00  1.046998e+00  9.412321e-03
  2.165207e+00  1.045957e+00  9.339830e-03
  2.229840e+00  1.044639e+00  9.157949e-03
  2.294473e+00  1.034911e+00  9.131574e-03
  2.359106e+00  1.039339e+00  9.007952e-03
  2.423739e+00  1.030403e+00  8.464149e-03
  2.488372e+00  1.022082e+00  8.009595e-03
  2.553005e+00  1.014218e+00  7.539285e-03
  2.617638e+00  1.016360e+00  7.798207e-03
  2.682271e+00  1.006311e+00  7.240114e-03
  2.746904e+00  1.010987e+00  6.293170e-03
  2.811537e+00  1.006056e+00  6.176075e-03
  2.876170e+00  1.001293e+00  6.462655e-03
  2.940803e+00  9.922493e-01  6.449782e-03
  3.005436e+00  9.871329e-01  6.111817e-03
  3.070069e+00  9.910412e-01  5.969392e-03
  3.134702e+00  9.937775e-01  6.452863e-03
  3.199336e+00  9.903482e-01  6.066212e-03
  3.263969e+00  9.924544e-01  4.873513e-03
  3.328602e+00  9.952985e-01  5.734664e-03
  3.393235e+00  9.909716e-01  5.561954e-03
  3.457868e+00  9.887395e-01  5.641456e-03
  3.522501e+00  9.860026e-01  5.222479e-03
  3.587134e+00  9.812094e-01  4.889814e-03
  3.651767e+00  9.796905e-01  5.109507e-03
  3.716400e+00  9.775417e-01  4.983925e-03
  3.781033e+00  9.780940e-01  4.287053e-03
  3.845666e+00  9.782705e-01  4.325597e-03
  3.910299e+00  9.797170e-01  4.375593e-03
  3.974932e+00  9.795570e-01  4.181524e-03
  4.039565e+00  9.827632e-01  4.173696e-03
  4.104198e+00  9.823055e-01  3.858756e-03
  4.168831e+00  9.800616e-01  3.997648e-03
  4.233464e+00  9.818056e-01  4.276506e-03
  4.298097e+00  9.805043e-01  3.638557e-03
  4.362730e+00  9.880277e-01  3.756339e-03
  4.427363e+00  9.868888e-01  3.829722e-03
  4.491996e+00  9.873392e-01  3.754577e-03
  4.556629e+00  9.829726e-01  3.559206e-03
  4.621262e+00  9.801945e-01  3.603072e-03
  4.685895e+00  9.838500e-01  3.540527e-03
  4.750528e+00  9.860918e-01  3.329012e-03
  4.815162e+00  9.853181e-01  2.841436e-03
  4.879795e+00  9.851884e-01  3.012481e-03
  4.944428e+00  9.801581e-01  3.250149e-03
  5.009061e+00  9.782657e-01  3.130504e-03
  5.073694e+00  9.825874e-01  3.319402e-03
  5.138327e+00  9.851999e-01  3.419622e-03
  5.202960e+00  9.870155e-01  3.244911e-03
  5.267593e+00  9.828910e-01  3.174046e-03
  5.332226e+00  9.807970e-01  3.306936e-03
  5.396859e+00  9.839131e-01  3.148494e-03
  5.461492e+00  9.836823e-01  3.154383e-03
  5.526125e+00  9.845907e-01  2.790525e-03
  5.590758e+00  9.831913e-01  3.192525e-03
  5.655391e+00  9.828688e-01  2.935779e-03
  5.720024e+00  9.843649e-01  2.902803e-03
  5.784657e+00  9.858844e-01  3.110972e-03
  5.849290e+00  9.840601e-01  2.578583e-03
  5.913923e+00  9.832959e-01  2.927192e-03
  5.978556e+00  9.859176e-01  2.717153e-03
  6.043189e+00  9.891481e-01  2.934973e-03
  6.107822e+00  9.834438e-01  2.530193e-03
  6.172455e+00  9.830147e-01  2.950925e-03
  6.237088e+00  9.846242e-01  3.151713e-03
  6.301721e+00  9.863678e-01  2.888826e-03
  6.366355e+00  9.830375e-01  2.542398e-03
  6.430988e+00  9.857135e-01  2.440377e-03
