1 0
1.41641 0.00441015
1.73986 0.00527345
1.99797 0.00675319
2.23651 0.00806094
2.45062 0.00917673
2.64525 0.00931217
2.83191 0.00992895
3.00787 0.0117065
3.15473 0.0122716
3.30421 0.0130036
3.43955 0.0136184
3.5788 0.0140383
3.71628 0.0143169
3.86019 0.0151965
3.98809 0.015697
4.11225 0.016502
4.23521 0.0172197
4.36271 0.0189231
4.4615 0.018286
4.56969 0.018854
4.67632 0.0191533
4.77209 0.0198442
4.86724 0.0209527
4.96175 0.0210842
5.05349 0.0224037
5.14129 0.02385
5.23756 0.0240975
5.33837 0.025186
5.42722 0.0262384
5.52798 0.0265529
5.61934 0.026704
5.7015 0.0275509
5.78928 0.0271859
5.86733 0.0285263
5.94962 0.0286534
6.03506 0.0295435
6.11829 0.0294833
6.19012 0.0292713
6.27244 0.0299928
6.3482 0.0297338
6.42115 0.029744
6.49485 0.0295289
6.57669 0.029994
6.65182 0.0306626
6.72542 0.0304869
6.78781 0.0298947
6.85979 0.0308234
6.93767 0.0315393
7.0157 0.0318733
7.09562 0.0316411
7.16975 0.0317172
7.23438 0.0323345
7.30021 0.0319378
7.36811 0.0317801
7.44003 0.0325172
7.51153 0.0328338
7.5729 0.0334735
7.63124 0.0338185
7.70124 0.0340328
7.7587 0.0340719
7.82349 0.0337322
7.89078 0.0343638
7.94856 0.0336723
8.00186 0.0333277
8.07308 0.0328937
8.14013 0.033621
8.19999 0.0337758
8.25502 0.0335545
8.31655 0.0332042
8.37334 0.0330737
8.42129 0.0339873
8.48431 0.0339759
8.54767 0.0338163
8.60429 0.0334853
8.66428 0.0328301
8.7219 0.0327685
8.7796 0.0336041
8.83535 0.0339602
8.89416 0.0333986
8.95328 0.0336763
9.01201 0.0343626
9.07394 0.0349253
9.12652 0.034992
9.17796 0.0349381
9.22827 0.0350873
9.28489 0.0352409
9.34004 0.0360222
9.39263 0.0367994
9.4469 0.036623
9.50029 0.0374156
9.5604 0.0363718
9.618 0.0370508
9.66757 0.0366667
9.7247 0.0366617
9.77073 0.0371414
9.82177 0.0386087
9.86472 0.0376983
9.92209 0.0378079
9.96384 0.0378548
