2 0
2.84128 0.00798549
3.46713 0.0116476
4.02104 0.0142241
4.50221 0.015982
4.94332 0.0171829
5.34469 0.0204836
5.7107 0.0214261
6.02466 0.0229732
6.32339 0.021926
6.6166 0.0232145
6.92351 0.0232997
7.19977 0.0249578
7.47683 0.0268555
7.72068 0.0262037
7.9803 0.0273336
8.22345 0.0301547
8.46111 0.0290062
8.69837 0.029392
8.91737 0.0290654
9.10991 0.0321408
9.33591 0.0350517
9.53937 0.0371158
9.74834 0.0376441
9.9516 0.0370674
10.1552 0.0358055
10.328 0.0375353
10.5131 0.0390706
10.7218 0.0404248
10.8904 0.0416492
11.0699 0.0417736
11.2556 0.0422362
11.4526 0.0441634
11.6296 0.0457662
11.7676 0.0480606
11.9408 0.0489115
12.1124 0.0464475
12.2936 0.0474175
12.4633 0.0479419
12.6231 0.0480826
12.7793 0.0490381
12.9457 0.0490113
13.1105 0.0483602
13.2744 0.0491978
13.4245 0.0494576
13.5725 0.050109
13.7432 0.0497487
13.8955 0.0512475
14.0279 0.0521906
14.1828 0.0513344
14.3237 0.0520667
14.4687 0.0508988
14.6118 0.0511415
14.7714 0.0531323
14.8968 0.0539898
15.0272 0.0569888
15.1683 0.057825
15.2792 0.0577278
15.4097 0.0583352
15.5476 0.0567673
15.6933 0.0576279
15.8142 0.058473
15.9345 0.0578061
16.0687 0.0588379
16.1761 0.060411
16.2979 0.062679
16.4174 0.0626302
16.5326 0.0633205
16.6224 0.0641926
16.7341 0.0655055
16.8548 0.0662588
16.98 0.0680774
17.0974 0.0692726
17.2174 0.0703357
17.3332 0.0707579
17.4482 0.0715598
17.5544 0.0727153
17.6718 0.0724923
17.7923 0.0718389
17.9231 0.0725969
18.035 0.0747083
18.1638 0.0761544
18.2771 0.0738159
18.376 0.074856
18.4739 0.0748623
18.5815 0.0738441
18.6857 0.0739441
18.8045 0.0765806
18.9042 0.0780614
19.0072 0.0785547
19.1064 0.0764616
19.2127 0.0776115
19.3077 0.0777856
19.419 0.077482
19.5102 0.0774088
19.6206 0.0771958
19.7256 0.076772
19.7968 0.0764459
19.9311 0.0757793
20.0266 0.0768023
