#     BLOCK:   ACTUAL_M:     M_AVE:       ERROR:
             1 -1.032267e-02 -1.032267e-02  0.000000e+00
             2 -2.609333e-02 -1.820800e-02  5.575773e-03
             3 -6.298667e-03 -1.423822e-02  4.931889e-03
             4 -1.332533e-02 -1.401000e-02  3.704194e-03
             5 -2.978133e-02 -1.716427e-02  4.091576e-03
             6 -6.622667e-02 -2.534133e-02  8.206463e-03
             7  1.494400e-02 -1.958629e-02  8.824272e-03
             8 -6.874667e-03 -1.799733e-02  7.862995e-03
             9  4.593600e-02 -1.089363e-02  9.680205e-03
            10  3.726133e-02 -6.078133e-03  9.837290e-03
            11 -3.408800e-02 -8.624485e-03  9.266690e-03
            12 -9.717333e-03 -8.715556e-03  8.494913e-03
            13 -6.682667e-02 -1.318564e-02  8.940530e-03
            14 -9.342933e-02 -1.891733e-02  9.971339e-03
            15  7.197600e-02 -1.285778e-02  1.099467e-02
            16  8.456000e-03 -1.152567e-02  1.038789e-02
            17 -2.450400e-02 -1.228910e-02  9.804851e-03
            18  2.432000e-03 -1.147126e-02  9.294184e-03
            19  5.167733e-02 -8.147649e-03  9.380475e-03
            20 -3.964533e-02 -9.722533e-03  9.042688e-03
            21 -3.421867e-02 -1.088902e-02  8.686994e-03
            22 -7.418400e-02 -1.376606e-02  8.755603e-03
            23  9.546667e-04 -1.312603e-02  8.398285e-03
            24 -2.113333e-02 -1.345967e-02  8.054981e-03
            25 -3.693867e-02 -1.439883e-02  7.787339e-03
            26 -1.116267e-01 -1.813836e-02  8.337493e-03
            27 -7.492000e-02 -2.024138e-02  8.289685e-03
            28  5.957333e-02 -1.739086e-02  8.469554e-03
            29 -6.232000e-03 -1.700607e-02  8.186236e-03
            30 -8.695733e-02 -1.933778e-02  8.238746e-03
            31  2.291200e-02 -1.797488e-02  8.084923e-03
            32 -5.312533e-02 -1.907333e-02  7.906537e-03
            33 -2.065867e-02 -1.912137e-02  7.667091e-03
            34 -1.470667e-02 -1.899153e-02  7.442687e-03
            35 -1.140267e-02 -1.877470e-02  7.233197e-03
            36  5.350933e-02 -1.676681e-02  7.305650e-03
            37 -1.112000e-03 -1.634371e-02  7.120441e-03
            38 -8.746667e-03 -1.614379e-02  6.935867e-03
            39  1.176293e-01 -1.271371e-02  7.558748e-03
            40 -3.330667e-03 -1.247913e-02  7.373418e-03
            41 -6.987467e-02 -1.387902e-02  7.325262e-03
            42  1.248800e-02 -1.325124e-02  7.177702e-03
            43  1.106160e-01 -1.037060e-02  7.566775e-03
            44  1.301120e-01 -7.177818e-03  8.040231e-03
            45 -9.030400e-02 -9.025067e-03  8.070974e-03
            46 -3.686400e-02 -9.630261e-03  7.918175e-03
            47 -1.442400e-02 -9.732255e-03  7.750360e-03
            48 -8.634667e-03 -9.709389e-03  7.588928e-03
            49 -5.429333e-03 -9.622041e-03  7.434555e-03
            50 -2.941333e-03 -9.488427e-03  7.287064e-03
            51  2.690400e-02 -8.774850e-03  7.179034e-03
            52 -7.484000e-02 -1.004533e-02  7.152512e-03
            53  7.336000e-02 -8.471648e-03  7.188594e-03
            54  8.999200e-02 -6.648247e-03  7.283056e-03
            55  7.461867e-02 -5.170667e-03  7.298983e-03
            56 -1.740800e-02 -5.389190e-03  7.171915e-03
            57 -5.342933e-02 -6.232000e-03  7.095440e-03
            58  6.946400e-02 -4.926897e-03  7.092117e-03
            59  2.785333e-02 -4.371299e-03  6.993641e-03
            60  6.452800e-02 -3.222978e-03  6.970717e-03
            61  1.394400e-02 -2.941552e-03  6.862121e-03
            62 -3.508800e-02 -3.460043e-03  6.771002e-03
            63 -1.434933e-02 -3.632889e-03  6.665731e-03
            64  1.287200e-02 -3.375000e-03  6.566566e-03
            65  1.226400e-01 -1.436308e-03  6.745661e-03
            66 -6.354933e-02 -2.377414e-03  6.708781e-03
            67 -6.561600e-02 -3.321274e-03  6.674715e-03
            68  6.004000e-02 -2.389490e-03  6.641277e-03
            69 -1.523680e-01 -4.563092e-03  6.891549e-03
            70 -3.976000e-03 -4.554705e-03  6.793104e-03
            71  1.073947e-01 -2.977953e-03  6.877983e-03
            72  3.605867e-02 -2.435778e-03  6.803791e-03
            73 -1.253653e-01 -4.119744e-03  6.915844e-03
            74 -1.567467e-02 -4.275892e-03  6.824149e-03
            75 -6.272000e-02 -5.055147e-03  6.777506e-03
            76 -5.341867e-02 -5.691509e-03  6.718137e-03
            77 -4.089867e-02 -6.148745e-03  6.646430e-03
            78 -1.042667e-03 -6.083282e-03  6.561541e-03
            79 -6.733333e-03 -6.091511e-03  6.478489e-03
            80 -1.418747e-01 -7.788800e-03  6.616108e-03
            81  1.580533e-02 -7.497514e-03  6.540837e-03
            82 -9.192000e-03 -7.518179e-03  6.461103e-03
            83 -2.633600e-02 -7.744900e-03  6.387235e-03
            84 -2.106667e-03 -7.677778e-03  6.311550e-03
            85  5.375733e-02 -6.955012e-03  6.278543e-03
            86 -5.956533e-02 -7.566760e-03  6.235269e-03
            87  3.261600e-02 -7.104889e-03  6.180681e-03
            88 -6.215200e-02 -7.730424e-03  6.142019e-03
            89  1.561333e-02 -7.468135e-03  6.078606e-03
            90 -5.290400e-02 -7.972978e-03  6.031994e-03
