#     BLOCK:   ACTUAL_X:     X_AVE:       ERROR:
             1  2.233237e+01  2.233237e+01  0.000000e+00
             2  2.085464e+01  2.159351e+01  5.224554e-01
             3  2.347045e+01  2.221915e+01  6.182805e-01
             4  1.961139e+01  2.156721e+01  7.306150e-01
             5  2.026531e+01  2.130683e+01  6.291817e-01
             6  2.061066e+01  2.119080e+01  5.349095e-01
             7  2.090138e+01  2.114946e+01  4.600890e-01
             8  2.136570e+01  2.117649e+01  4.033711e-01
             9  1.738739e+01  2.075548e+01  5.348974e-01
            10  2.090143e+01  2.077007e+01  4.816068e-01
            11  1.776826e+01  2.049718e+01  5.093037e-01
            12  2.451114e+01  2.083168e+01  5.661483e-01
            13  1.944266e+01  2.072483e+01  5.325854e-01
            14  1.982759e+01  2.066074e+01  4.983847e-01
            15  1.844816e+01  2.051324e+01  4.864980e-01
            16  1.811960e+01  2.036363e+01  4.785413e-01
            17  2.039319e+01  2.036537e+01  4.503950e-01
            18  2.124559e+01  2.041427e+01  4.280195e-01
            19  1.746827e+01  2.025922e+01  4.326661e-01
            20  2.038974e+01  2.026575e+01  4.110820e-01
            21  2.179952e+01  2.033878e+01  3.979420e-01
            22  2.179716e+01  2.040507e+01  3.853355e-01
            23  2.300825e+01  2.051825e+01  3.848450e-01
            24  1.911093e+01  2.045962e+01  3.732504e-01
            25  1.915709e+01  2.040752e+01  3.619385e-01
            26  2.158099e+01  2.045265e+01  3.508205e-01
            27  1.988952e+01  2.043179e+01  3.384466e-01
            28  2.087149e+01  2.044750e+01  3.267233e-01
            29  1.912295e+01  2.040182e+01  3.186335e-01
            30  2.064801e+01  2.041003e+01  3.081180e-01
            31  1.851136e+01  2.034878e+01  3.042052e-01
            32  1.975233e+01  2.033014e+01  2.952693e-01
            33  2.176046e+01  2.037348e+01  2.894854e-01
            34  1.874727e+01  2.032565e+01  2.848951e-01
            35  1.838201e+01  2.027012e+01  2.821156e-01
            36  2.098295e+01  2.028992e+01  2.749731e-01
            37  2.046879e+01  2.029476e+01  2.675839e-01
            38  1.758991e+01  2.022358e+01  2.698435e-01
            39  2.182497e+01  2.026464e+01  2.660302e-01
            40  1.606235e+01  2.015958e+01  2.793542e-01
            41  1.965360e+01  2.014724e+01  2.728132e-01
            42  1.770350e+01  2.008905e+01  2.724516e-01
            43  2.264128e+01  2.014841e+01  2.725040e-01
            44  1.793965e+01  2.009821e+01  2.708950e-01
            45  2.195359e+01  2.013944e+01  2.679944e-01
            46  2.136388e+01  2.016606e+01  2.634871e-01
            47  2.238686e+01  2.021331e+01  2.620835e-01
            48  1.852423e+01  2.017812e+01  2.589750e-01
            49  1.906725e+01  2.015545e+01  2.546802e-01
            50  1.956199e+01  2.014358e+01  2.498630e-01
            51  1.872937e+01  2.011585e+01  2.464976e-01
            52  1.975141e+01  2.010884e+01  2.418569e-01
            53  2.009364e+01  2.010856e+01  2.372937e-01
            54  1.997957e+01  2.010617e+01  2.329114e-01
            55  2.364379e+01  2.017049e+01  2.373919e-01
            56  1.994292e+01  2.016642e+01  2.331876e-01
            57  2.023379e+01  2.016761e+01  2.290996e-01
            58  1.754983e+01  2.012247e+01  2.295524e-01
            59  2.004923e+01  2.012123e+01  2.256650e-01
            60  1.519815e+01  2.003918e+01  2.363505e-01
            61  2.044486e+01  2.004583e+01  2.325695e-01
            62  2.047922e+01  2.005282e+01  2.289234e-01
            63  2.267844e+01  2.009450e+01  2.290520e-01
            64  2.075707e+01  2.010485e+01  2.257069e-01
            65  2.212691e+01  2.013596e+01  2.243680e-01
            66  2.003215e+01  2.013438e+01  2.209740e-01
            67  1.889762e+01  2.011592e+01  2.184455e-01
            68  2.395973e+01  2.017245e+01  2.224265e-01
            69  1.938900e+01  2.016110e+01  2.194926e-01
            70  1.608507e+01  2.010287e+01  2.239475e-01
            71  2.051449e+01  2.010867e+01  2.208684e-01
            72  1.865194e+01  2.008843e+01  2.187255e-01
            73  1.934487e+01  2.007825e+01  2.159663e-01
            74  2.117118e+01  2.009302e+01  2.135522e-01
            75  2.077138e+01  2.010206e+01  2.108963e-01
            76  2.134258e+01  2.011838e+01  2.087521e-01
            77  1.885124e+01  2.010193e+01  2.066886e-01
            78  2.198605e+01  2.012608e+01  2.054454e-01
            79  2.004182e+01  2.012502e+01  2.028476e-01
            80  2.076549e+01  2.013302e+01  2.004700e-01
            81  1.906623e+01  2.011985e+01  1.984272e-01
            82  2.189415e+01  2.014149e+01  1.971836e-01
            83  2.166756e+01  2.015988e+01  1.956632e-01
            84  2.024404e+01  2.016088e+01  1.933364e-01
            85  2.297175e+01  2.019395e+01  1.938694e-01
            86  1.955988e+01  2.018657e+01  1.917553e-01
            87  2.219161e+01  2.020962e+01  1.909311e-01
            88  1.923813e+01  2.019858e+01  1.890803e-01
            89  2.157887e+01  2.021409e+01  1.875908e-01
            90  2.147607e+01  2.022811e+01  1.860297e-01
            91  2.154986e+01  2.024264e+01  1.845516e-01
            92  1.894717e+01  2.022856e+01  1.830820e-01
            93  2.063862e+01  2.023297e+01  1.811665e-01
            94  1.887834e+01  2.021855e+01  1.798114e-01
            95  1.618743e+01  2.017612e+01  1.828569e-01
            96  2.129599e+01  2.018779e+01  1.813239e-01
            97  1.950557e+01  2.018075e+01  1.795909e-01
            98  2.159993e+01  2.019523e+01  1.783412e-01
            99  1.795370e+01  2.017259e+01  1.779713e-01
           100  2.241823e+01  2.019505e+01  1.776027e-01
